real_name,pi_const1,pi_const2,pi_const3,pi_const4,pi_const5,pi_const6,pi_const7,pi_const8,pi_const9,pi_const10,pi_const11,pi_const12,pi_const13,pi_const14,pi_const15,pi_const16,pi_const17,pi_const18,pi_const19,pi_const20,pi_const21,pi_const22,pi_const23,pi_const24
gen=3_member=363_pso,50000,50000,50170.13668153755134,50170.13668153755134,50000,50000,40854.03390193953237,40854.03390193953237,50000,50000,50170.13668153755134,50170.13668153755134,50000,50000,40854.03390193953237,40854.03390193953237,143123.20279544324148,143123.20279544324148,243889.38480217021424,243889.38480217021424,490671.80226487212349,490671.80226487212349,40854.03390193953237,40854.03390193953237
gen=3_member=364_pso,30825.033758659148589,30825.033758659148589,71319.836948456533719,71319.836948456533719,51555.416213334050553,51555.416213334050553,54824.733271675962897,54824.733271675962897,30825.033758659148589,30825.033758659148589,71319.836948456533719,71319.836948456533719,51555.416213334050553,51555.416213334050553,54824.733271675962897,54824.733271675962897,114332.23499150856514,114332.23499150856514,338813.88920365896774,338813.88920365896774,301580.43319997168146,301580.43319997168146,54824.733271675962897,54824.733271675962897
gen=3_member=365_pso,45186.911283979199652,45186.911283979199652,60865.558185040536046,60865.558185040536046,58731.775850560305116,58731.775850560305116,52382.650116470795183,52382.650116470795183,45186.911283979199652,45186.911283979199652,60865.558185040536046,60865.558185040536046,58731.775850560305116,58731.775850560305116,52382.650116470795183,52382.650116470795183,45186.911283979199652,45186.911283979199652,404277.2003157819272,404277.2003157819272,58731.775850560305116,58731.775850560305116,52382.650116470795183,52382.650116470795183
gen=3_member=366_pso,42844.463952033765963,42844.463952033765963,72407.274505444656825,72407.274505444656825,50760.477098958523129,50760.477098958523129,63059.422658261755714,63059.422658261755714,42844.463952033765963,42844.463952033765963,72407.274505444656825,72407.274505444656825,50760.477098958523129,50760.477098958523129,63059.422658261755714,63059.422658261755714,42844.463952033765963,42844.463952033765963,515502.9817061603535,515502.9817061603535,209687.45316730201012,209687.45316730201012,63059.422658261755714,63059.422658261755714
gen=3_member=367_pso,66160.352531372307567,66160.352531372307567,98421.592844854487339,98421.592844854487339,52185.104937087162398,52185.104937087162398,68845.820510433331947,68845.820510433331947,66160.352531372307567,66160.352531372307567,98421.592844854487339,98421.592844854487339,52185.104937087162398,52185.104937087162398,68845.820510433331947,68845.820510433331947,316771.71642103383783,316771.71642103383783,635533.354677911615,635533.354677911615,332819.00819797196891,332819.00819797196891,304466.05175324634183,304466.05175324634183
gen=3_member=368_pso,44582.074996946350439,44582.074996946350439,49923.376125913215219,49923.376125913215219,50068.096216794641805,50068.096216794641805,41903.085302912339102,41903.085302912339102,44582.074996946350439,44582.074996946350439,49923.376125913215219,49923.376125913215219,50068.096216794641805,50068.096216794641805,41903.085302912339102,41903.085302912339102,44582.074996946350439,44582.074996946350439,261663.42300244059879,261663.42300244059879,125459.90622462147439,125459.90622462147439,41903.085302912339102,41903.085302912339102
gen=3_member=369_pso,33561.852131374806049,33561.852131374806049,71578.285586841913755,71578.285586841913755,58699.142817076462961,58699.142817076462961,66045.50370867914171,66045.50370867914171,33561.852131374806049,33561.852131374806049,71578.285586841913755,71578.285586841913755,58699.142817076462961,58699.142817076462961,66045.50370867914171,66045.50370867914171,33561.852131374806049,33561.852131374806049,243950.1029129975941,243950.1029129975941,195090.3042675126344,195090.3042675126344,66045.50370867914171,66045.50370867914171
gen=3_member=370_pso,45863.21968874616141,45863.21968874616141,65997.979789408142096,65997.979789408142096,36362.046312102436787,36362.046312102436787,57435.380141543646459,57435.380141543646459,45863.21968874616141,45863.21968874616141,65997.979789408142096,65997.979789408142096,36362.046312102436787,36362.046312102436787,57435.380141543646459,57435.380141543646459,45863.21968874616141,45863.21968874616141,65997.979789408142096,65997.979789408142096,36362.046312102436787,36362.046312102436787,57435.380141543646459,57435.380141543646459
gen=3_member=371_pso,29607.0910585067395,29607.0910585067395,55698.175106802002119,55698.175106802002119,50000,50000,39078.694452396011911,39078.694452396011911,29607.0910585067395,29607.0910585067395,55698.175106802002119,55698.175106802002119,50000,50000,39078.694452396011911,39078.694452396011911,95314.01910512559698,95314.01910512559698,602840.14690474513918,602840.14690474513918,327790.78152889251942,327790.78152889251942,39078.694452396011911,39078.694452396011911
gen=3_member=372_pso,54981.936388490292302,54981.936388490292302,67940.087273933444521,67940.087273933444521,69266.076602345739957,69266.076602345739957,67113.32890013649012,67113.32890013649012,54981.936388490292302,54981.936388490292302,67940.087273933444521,67940.087273933444521,69266.076602345739957,69266.076602345739957,67113.32890013649012,67113.32890013649012,54981.936388490292302,54981.936388490292302,564545.4020279685501,564545.4020279685501,299764.61767920118291,299764.61767920118291,67113.32890013649012,67113.32890013649012
gen=3_member=373_pso,70327.04675207658147,70327.04675207658147,70380.340276867063949,70380.340276867063949,70327.04675207658147,70327.04675207658147,72397.923844162272871,72397.923844162272871,70327.04675207658147,70327.04675207658147,70380.340276867063949,70380.340276867063949,70327.04675207658147,70327.04675207658147,72397.923844162272871,72397.923844162272871,70327.04675207658147,70327.04675207658147,202230.78396012817393,202230.78396012817393,485191.78141743392916,485191.78141743392916,72397.923844162272871,72397.923844162272871
gen=3_member=374_pso,42827.569287037476897,42827.569287037476897,64975.054883398115635,64975.054883398115635,34578.591843601316214,34578.591843601316214,39273.153509711846709,39273.153509711846709,42827.569287037476897,42827.569287037476897,64975.054883398115635,64975.054883398115635,34578.591843601316214,34578.591843601316214,39273.153509711846709,39273.153509711846709,139143.42186297290027,139143.42186297290027,491631.47585466504097,491631.47585466504097,286058.12581023201346,286058.12581023201346,216823.01190099678934,216823.01190099678934
gen=3_member=375_pso,29345.127259068343847,29345.127259068343847,68810.650319096632302,68810.650319096632302,68820.711417052691104,68820.711417052691104,45622.05534777790308,45622.05534777790308,29345.127259068343847,29345.127259068343847,68810.650319096632302,68810.650319096632302,68820.711417052691104,68820.711417052691104,45622.05534777790308,45622.05534777790308,29345.127259068343847,29345.127259068343847,218064.62609599193092,218064.62609599193092,68820.711417052691104,68820.711417052691104,45622.05534777790308,45622.05534777790308
gen=3_member=376_pso,42198.41961673318292,42198.41961673318292,69217.906620762005332,69217.906620762005332,59934.326199369941605,59934.326199369941605,56427.088409594740369,56427.088409594740369,42198.41961673318292,42198.41961673318292,69217.906620762005332,69217.906620762005332,59934.326199369941605,59934.326199369941605,56427.088409594740369,56427.088409594740369,190631.1634065094986,190631.1634065094986,180454.96256392128998,180454.96256392128998,163119.11226520873606,163119.11226520873606,56427.088409594740369,56427.088409594740369
gen=3_member=377_pso,32511.495069978409447,32511.495069978409447,48599.400650387950009,48599.400650387950009,55608.748360278324981,55608.748360278324981,73698.156200688405079,73698.156200688405079,32511.495069978409447,32511.495069978409447,48599.400650387950009,48599.400650387950009,55608.748360278324981,55608.748360278324981,73698.156200688405079,73698.156200688405079,32511.495069978409447,32511.495069978409447,73880.996162224881118,73880.996162224881118,220387.61166684213094,220387.61166684213094,73698.156200688405079,73698.156200688405079
gen=3_member=378_pso,54143.495245946964133,54143.495245946964133,60473.861739307059906,60473.861739307059906,54143.495245946964133,54143.495245946964133,61242.260582341281406,61242.260582341281406,54143.495245946964133,54143.495245946964133,60473.861739307059906,60473.861739307059906,54143.495245946964133,54143.495245946964133,61242.260582341281406,61242.260582341281406,107983.84944272141729,107983.84944272141729,618082.26104417571332,618082.26104417571332,369277.9876698909211,369277.9876698909211,61242.260582341281406,61242.260582341281406
gen=3_member=379_pso,71714.380060070354375,71714.380060070354375,79660.880961247617961,79660.880961247617961,74198.616498398841941,74198.616498398841941,94074.473936140391743,94074.473936140391743,71714.380060070354375,71714.380060070354375,79660.880961247617961,79660.880961247617961,74198.616498398841941,74198.616498398841941,94074.473936140391743,94074.473936140391743,333957.90521144116065,333957.90521144116065,79660.880961247617961,79660.880961247617961,258648.32955297105946,258648.32955297105946,94074.473936140391743,94074.473936140391743
gen=3_member=380_pso,47230.833948755454912,47230.833948755454912,51785.93260327311873,51785.93260327311873,52842.349550064616778,52842.349550064616778,37608.963271674205316,37608.963271674205316,47230.833948755454912,47230.833948755454912,51785.93260327311873,51785.93260327311873,52842.349550064616778,52842.349550064616778,37608.963271674205316,37608.963271674205316,47230.833948755454912,47230.833948755454912,502654.52357518504141,502654.52357518504141,383024.3231511056656,383024.3231511056656,37608.963271674205316,37608.963271674205316
gen=3_member=381_pso,9905.4883708630513866,9905.4883708630513866,73664.547510345990304,73664.547510345990304,59768.397130123623356,59768.397130123623356,58816.604487443408289,58816.604487443408289,9905.4883708630513866,9905.4883708630513866,73664.547510345990304,73664.547510345990304,59768.397130123623356,59768.397130123623356,58816.604487443408289,58816.604487443408289,220972.70276867158827,220972.70276867158827,617838.4498068310786,617838.4498068310786,313663.36395759397419,313663.36395759397419,58816.604487443408289,58816.604487443408289
gen=3_member=382_pso,51420.168133712009876,51420.168133712009876,66553.417296880259528,66553.417296880259528,46636.101223482080968,46636.101223482080968,32468.511132570081827,32468.511132570081827,51420.168133712009876,51420.168133712009876,66553.417296880259528,66553.417296880259528,46636.101223482080968,46636.101223482080968,32468.511132570081827,32468.511132570081827,51420.168133712009876,51420.168133712009876,388935.92961038247449,388935.92961038247449,75853.354627019522013,75853.354627019522013,32468.511132570081827,32468.511132570081827
gen=3_member=383_pso,34932.603577268120716,34932.603577268120716,57201.690571208790061,57201.690571208790061,57227.241614764483529,57227.241614764483529,57227.241614764483529,57227.241614764483529,34932.603577268120716,34932.603577268120716,57201.690571208790061,57201.690571208790061,57227.241614764483529,57227.241614764483529,57227.241614764483529,57227.241614764483529,34932.603577268120716,34932.603577268120716,57201.690571208790061,57201.690571208790061,344193.74123818991939,344193.74123818991939,57227.241614764483529,57227.241614764483529
gen=3_member=384_pso,50004.649272081165691,50004.649272081165691,76294.149229734292021,76294.149229734292021,56492.006856868727482,56492.006856868727482,64046.180805320655054,64046.180805320655054,50004.649272081165691,50004.649272081165691,76294.149229734292021,76294.149229734292021,56492.006856868727482,56492.006856868727482,64046.180805320655054,64046.180805320655054,59140.058324512836407,59140.058324512836407,451433.84623454255052,451433.84623454255052,522704.9951239915099,522704.9951239915099,354713.11535372358048,354713.11535372358048
gen=3_member=385_pso,22615.408566999125469,22615.408566999125469,38659.001235411051312,38659.001235411051312,53242.743016309723316,53242.743016309723316,52045.445935074647423,52045.445935074647423,22615.408566999125469,22615.408566999125469,38659.001235411051312,38659.001235411051312,53242.743016309723316,53242.743016309723316,52045.445935074647423,52045.445935074647423,252381.51400897104759,252381.51400897104759,231609.54297878226498,231609.54297878226498,242998.11247354795341,242998.11247354795341,52045.445935074647423,52045.445935074647423
gen=3_member=386_pso,53761.71876540518133,53761.71876540518133,63870.619619238706946,63870.619619238706946,60497.648008557109279,60497.648008557109279,66687.535497484204825,66687.535497484204825,53761.71876540518133,53761.71876540518133,63870.619619238706946,63870.619619238706946,60497.648008557109279,60497.648008557109279,66687.535497484204825,66687.535497484204825,53761.71876540518133,53761.71876540518133,360578.06963855330832,360578.06963855330832,258150.76417289784877,258150.76417289784877,66687.535497484204825,66687.535497484204825
gen=3_member=387_pso,56176.741678822669201,56176.741678822669201,29145.645593540615664,29145.645593540615664,54108.021225373551715,54108.021225373551715,54274.619398349532275,54274.619398349532275,56176.741678822669201,56176.741678822669201,29145.645593540615664,29145.645593540615664,54108.021225373551715,54108.021225373551715,54274.619398349532275,54274.619398349532275,183491.3655407911574,183491.3655407911574,161270.36784452106804,161270.36784452106804,153049.91141931671882,153049.91141931671882,54274.619398349532275,54274.619398349532275
gen=3_member=388_pso,51708.213351359634544,51708.213351359634544,91126.529984694585437,91126.529984694585437,59467.668765744696429,59467.668765744696429,74402.955748405263876,74402.955748405263876,51708.213351359634544,51708.213351359634544,91126.529984694585437,91126.529984694585437,59467.668765744696429,59467.668765744696429,74402.955748405263876,74402.955748405263876,189552.97208018245874,189552.97208018245874,483086.93683733604848,483086.93683733604848,435065.24267647945089,435065.24267647945089,74402.955748405263876,74402.955748405263876
gen=3_member=389_pso,34336.329230621005991,34336.329230621005991,47816.960405440913746,47816.960405440913746,50000,50000,57488.767247131298063,57488.767247131298063,34336.329230621005991,34336.329230621005991,47816.960405440913746,47816.960405440913746,50000,50000,57488.767247131298063,57488.767247131298063,34336.329230621005991,34336.329230621005991,343113.23337026312947,343113.23337026312947,68404.629012121120468,68404.629012121120468,57488.767247131298063,57488.767247131298063
gen=3_member=390_pso,59722.060116668842966,59722.060116668842966,82867.938609828197514,82867.938609828197514,66657.955872738617472,66657.955872738617472,54423.678948747779941,54423.678948747779941,59722.060116668842966,59722.060116668842966,82867.938609828197514,82867.938609828197514,66657.955872738617472,66657.955872738617472,54423.678948747779941,54423.678948747779941,59722.060116668842966,59722.060116668842966,316887.74700818181736,316887.74700818181736,257383.04681442133733,257383.04681442133733,54423.678948747779941,54423.678948747779941
gen=3_member=391_pso,68708.825369224214228,68708.825369224214228,81772.656347556083347,81772.656347556083347,68708.825369224214228,68708.825369224214228,73797.515250614655088,73797.515250614655088,68708.825369224214228,68708.825369224214228,81772.656347556083347,81772.656347556083347,68708.825369224214228,68708.825369224214228,73797.515250614655088,73797.515250614655088,68708.825369224214228,68708.825369224214228,444100.01779585401528,444100.01779585401528,311220.73902514379006,311220.73902514379006,73797.515250614655088,73797.515250614655088
gen=3_member=392_pso,53419.70010328439821,53419.70010328439821,54445.786252567515476,54445.786252567515476,72341.707132003066363,72341.707132003066363,82722.982995589016355,82722.982995589016355,53419.70010328439821,53419.70010328439821,54445.786252567515476,54445.786252567515476,72341.707132003066363,72341.707132003066363,82722.982995589016355,82722.982995589016355,53419.70010328439821,53419.70010328439821,157181.39286949360394,157181.39286949360394,559676.51326087256894,559676.51326087256894,82722.982995589016355,82722.982995589016355
gen=3_member=393_pso,79757.569749689573655,79757.569749689573655,92553.417772852189955,92553.417772852189955,87018.233048381531262,87018.233048381531262,87018.233048381531262,87018.233048381531262,79757.569749689573655,79757.569749689573655,92553.417772852189955,92553.417772852189955,87018.233048381531262,87018.233048381531262,87018.233048381531262,87018.233048381531262,79757.569749689573655,79757.569749689573655,475140.61651093844557,475140.61651093844557,87018.233048381531262,87018.233048381531262,87018.233048381531262,87018.233048381531262
gen=3_member=394_pso,43443.901287083877833,43443.901287083877833,55246.73601723984757,55246.73601723984757,50000,50000,43025.168220415391261,43025.168220415391261,43443.901287083877833,43443.901287083877833,55246.73601723984757,55246.73601723984757,50000,50000,43025.168220415391261,43025.168220415391261,523712.19321773457341,523712.19321773457341,453472.74282508151373,453472.74282508151373,186502.31478741919273,186502.31478741919273,349970.71296544221696,349970.71296544221696
gen=3_member=395_pso,93946.337802298323368,93946.337802298323368,114563.9133684761473,114563.9133684761473,95887.714216945722001,95887.714216945722001,97007.955186947059701,97007.955186947059701,93946.337802298323368,93946.337802298323368,114563.9133684761473,114563.9133684761473,95887.714216945722001,95887.714216945722001,97007.955186947059701,97007.955186947059701,139325.0168844005384,139325.0168844005384,410829.02151350222994,410829.02151350222994,418970.72450673801359,418970.72450673801359,97007.955186947059701,97007.955186947059701
gen=3_member=396_pso,33250.072481310329749,33250.072481310329749,50000,50000,50000,50000,61304.234355793858413,61304.234355793858413,33250.072481310329749,33250.072481310329749,50000,50000,50000,50000,61304.234355793858413,61304.234355793858413,287893.88950430671684,287893.88950430671684,308294.2031837287941,308294.2031837287941,50000,50000,142384.6035476574325,142384.6035476574325
gen=3_member=397_pso,23902.679812288177345,23902.679812288177345,81781.667608534859028,81781.667608534859028,45595.93114918826177,45595.93114918826177,50779.765586164452543,50779.765586164452543,23902.679812288177345,23902.679812288177345,81781.667608534859028,81781.667608534859028,45595.93114918826177,45595.93114918826177,50779.765586164452543,50779.765586164452543,23902.679812288177345,23902.679812288177345,445375.30255019635661,445375.30255019635661,744330.23354615748394,744330.23354615748394,50779.765586164452543,50779.765586164452543
gen=3_member=398_pso,25341.791567003514501,25341.791567003514501,50000,50000,50000,50000,50000,50000,25341.791567003514501,25341.791567003514501,50000,50000,50000,50000,50000,50000,64638.694242727113306,64638.694242727113306,404920.33135895594023,404920.33135895594023,248211.95890481685637,248211.95890481685637,50000,50000
gen=3_member=399_pso,63505.723059805575758,63505.723059805575758,49350.988637697810191,49350.988637697810191,78048.136819996550912,78048.136819996550912,55854.204038287272851,55854.204038287272851,63505.723059805575758,63505.723059805575758,49350.988637697810191,49350.988637697810191,78048.136819996550912,78048.136819996550912,55854.204038287272851,55854.204038287272851,285092.88886673812522,285092.88886673812522,379855.02336901467061,379855.02336901467061,667387.3289755351143,667387.3289755351143,107739.66818481555674,107739.66818481555674
