child,parent_1,parent_2,parent_3
GEN=4_MEMBER=480_PSO,GEN=3_MEMBER=309_PSO,,
GEN=4_MEMBER=481_PSO,GEN=3_MEMBER=330_PSO,,
GEN=4_MEMBER=482_PSO,GEN=3_MEMBER=354_PSO,,
GEN=4_MEMBER=483_PSO,GEN=2_MEMBER=285_PSO,,
GEN=4_MEMBER=484_PSO,GEN=3_MEMBER=326_PSO,,
GEN=4_MEMBER=485_PSO,GEN=3_MEMBER=315_PSO,,
GEN=4_MEMBER=486_PSO,GEN=3_MEMBER=339_PSO,,
GEN=4_MEMBER=487_PSO,GEN=3_MEMBER=353_PSO,,
GEN=4_MEMBER=488_PSO,GEN=3_MEMBER=317_PSO,,
GEN=4_MEMBER=489_PSO,GEN=3_MEMBER=390_PSO,,
GEN=4_MEMBER=490_PSO,GEN=3_MEMBER=340_PSO,,
GEN=4_MEMBER=491_PSO,GEN=2_MEMBER=260_PSO,,
GEN=4_MEMBER=492_PSO,GEN=2_MEMBER=296_PSO,,
GEN=4_MEMBER=493_PSO,GEN=3_MEMBER=362_PSO,,
GEN=4_MEMBER=494_PSO,GEN=1_MEMBER=192_PSO,,
GEN=4_MEMBER=495_PSO,GEN=2_MEMBER=212_PSO,,
GEN=4_MEMBER=496_PSO,GEN=3_MEMBER=308_PSO,,
GEN=4_MEMBER=497_PSO,GEN=2_MEMBER=270_PSO,,
GEN=4_MEMBER=498_PSO,GEN=3_MEMBER=382_PSO,,
GEN=4_MEMBER=499_PSO,GEN=2_MEMBER=250_PSO,,
