generation,member,pi_obj_func,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
2,gen=2_member=246_pso,-10369.3,141,-999,11186.4,11186,0,4.19281e+11
2,gen=2_member=247_pso,-27793.6,162,-999,7298.53,7298,0,5.67095e+11
2,gen=2_member=248_pso,51373.3,148,-999,19491.4,19491,0,4.79536e+11
2,gen=2_member=249_pso,11464.7,91,-999,15785.2,15785,0,2.3976e+11
2,gen=2_member=250_pso,28571.4,44,-999,17871.1,17871,0,9.63265e+10
2,gen=2_member=251_pso,54335.2,80,-999,19565.2,19565,0,2.00186e+11
2,gen=2_member=252_pso,39080.6,105,-999,18881.3,18881,0,2.75409e+11
2,gen=2_member=253_pso,1583.13,62,-999,13485.1,13485,0,1.40801e+11
2,gen=2_member=254_pso,-90611.7,195,-999,591.77,591,0,8.30095e+11
2,gen=2_member=255_pso,65066.4,111,-999,19686.3,19686,0,3.07413e+11
2,gen=2_member=256_pso,4739.72,63,-999,14448.1,14448,0,1.43068e+11
2,gen=2_member=257_pso,-10153.8,46,-999,11316.1,11316,0,1.00225e+11
2,gen=2_member=258_pso,-30655.1,94,-999,6498.23,6498,0,2.49948e+11
2,gen=2_member=259_pso,67691.3,109,-999,19698.3,19698,0,2.9009e+11
2,gen=2_member=260_pso,6065.48,39,-999,14751.1,14751,0,9.03509e+10
2,gen=2_member=261_pso,-32142.5,196,-999,6006.81,6006,0,8.7274e+11
2,gen=2_member=262_pso,35301,52,-999,18476.1,18476,0,1.09807e+11
2,gen=2_member=263_pso,28850.5,53,-999,17931.1,17931,0,1.1133e+11
2,gen=2_member=264_pso,58173.2,22,-999,19646,19646,0,3.9628e+10
2,gen=2_member=265_pso,12191.5,112,-999,16046.3,16046,0,3.18396e+11
2,gen=2_member=266_pso,-3365.66,152,-999,12320.5,12320,0,4.88453e+11
2,gen=2_member=267_pso,-100.401,30,-999,13146.1,13146,0,6.61193e+10
2,gen=2_member=268_pso,-32015.9,154,-999,6335.46,6335,0,4.96385e+11
2,gen=2_member=269_pso,-3714.53,89,-999,12198.2,12198,0,2.37862e+11
2,gen=2_member=270_pso,35596.9,43,-999,18525.1,18525,0,9.55057e+10
2,gen=2_member=271_pso,13372.3,172,-999,16215.6,16215,0,6.4249e+11
2,gen=2_member=272_pso,22417.9,50,-999,17145.1,17145,0,1.07338e+11
2,gen=2_member=273_pso,-6085.14,107,-999,11700.3,11700,0,2.83702e+11
2,gen=2_member=274_pso,-11643,76,-999,10521.2,10521,0,1.93076e+11
2,gen=2_member=275_pso,-12196.3,145,-999,10248.4,10248,0,4.46436e+11
2,gen=2_member=276_pso,52214.6,11,-999,19511,19511,0,7.19741e+09
2,gen=2_member=277_pso,34242.2,198,-999,18324,18323,0,1.07779e+12
2,gen=2_member=278_pso,-22940.6,146,-999,8225.42,8225,0,4.54412e+11
2,gen=2_member=279_pso,21453,47,-999,16926.1,16926,0,1.0349e+11
2,gen=2_member=280_pso,27764.3,178,-999,17810.6,17810,0,6.73458e+11
2,gen=2_member=281_pso,-6110.7,57,-999,11573.1,11573,0,1.20203e+11
2,gen=2_member=282_pso,-21408,139,-999,8970.39,8970,0,4.15901e+11
2,gen=2_member=283_pso,56381.9,3,-999,19635,19635,0,1.04131e+09
2,gen=2_member=284_pso,22090,33,-999,17073.1,17073,0,7.63771e+10
2,gen=2_member=285_pso,29411.3,38,-999,17990.1,17990,0,8.47358e+10
2,gen=2_member=286_pso,-39993.9,114,-999,4995.3,4995,0,3.2222e+11
2,gen=2_member=287_pso,60554.6,135,-999,19656.4,19656,0,4.03348e+11
2,gen=2_member=288_pso,1279.81,48,-999,13373.1,13373,0,1.04431e+11
2,gen=2_member=289_pso,-47775.8,138,-999,3591.38,3591,0,4.11655e+11
2,gen=2_member=290_pso,53455.6,197,-999,19531,19530,0,1.04594e+12
2,gen=2_member=291_pso,2312.4,174,-999,13596.6,13596,0,6.52427e+11
2,gen=2_member=292_pso,-20413.6,180,-999,9261.63,9261,0,6.8105e+11
2,gen=2_member=293_pso,-81670.4,191,-999,980.719,980,0,7.74864e+11
2,gen=2_member=294_pso,39968.4,45,-999,19071.1,19071,0,9.71656e+10
2,gen=2_member=295_pso,12051.3,126,-999,15960.3,15960,0,3.69825e+11
2,gen=2_member=296_pso,10086.2,40,-999,15515.1,15515,0,9.14488e+10
2,gen=2_member=297_pso,-30625.2,96,-999,6660.24,6660,0,2.54109e+11
2,gen=2_member=298_pso,-80119.3,118,-999,1173.31,1173,0,3.35746e+11
2,gen=2_member=299_pso,-22259.9,187,-999,8823.7,8823,0,7.56542e+11
2,gen=1_member=109_pso,48487.1,7,-999,19425,19425,0,1.28943e+09
2,gen=1_member=146_pso,48060.9,0,-999,19376,19376,0,1.24032e+08
2,gen=1_member=174_pso,68030.1,10,-999,19700,19700,0,4.91897e+09
2,gen=1_member=181_pso,42055.9,18,-999,19236,19236,0,2.78342e+10
2,gen=1_member=133_pso,14987,20,-999,16380,16380,0,3.47373e+10
2,gen=1_member=145_pso,55882.9,27,-999,19610.1,19610,0,5.58077e+10
2,gen=1_member=107_pso,22905.2,28,-999,17216.1,17216,0,5.71085e+10
2,gen=1_member=156_pso,27385.7,31,-999,17748.1,17748,0,6.68669e+10
2,gen=1_member=176_pso,43466.4,32,-999,19266.1,19266,0,6.9525e+10
2,gen=1_member=127_pso,41742.7,36,-999,19205.1,19205,0,8.28557e+10
2,gen=1_member=192_pso,44528.8,41,-999,19323.1,19323,0,9.45066e+10
2,gen=1_member=188_pso,-35164,51,-999,5505.1,5505,0,1.07474e+11
2,gen=1_member=154_pso,34037,54,-999,18270.1,18270,0,1.14525e+11
2,gen=1_member=147_pso,14683.3,58,-999,16298.1,16298,0,1.26005e+11
2,gen=1_member=167_pso,44473.1,60,-999,19295.1,19295,0,1.32692e+11
2,gen=1_member=182_pso,-2715.29,61,-999,12561.1,12561,0,1.32887e+11
2,gen=1_member=134_pso,-8168.34,65,-999,11445.1,11445,0,1.49361e+11
2,gen=1_member=132_pso,-44.387,66,-999,13260.1,13260,0,1.49957e+11
2,gen=0_member=71,-5271.5,67,-999,11951.1,11951,0,1.49991e+11
2,gen=1_member=199_pso,7433.54,70,-999,15045.2,15045,0,1.70229e+11
2,gen=0_member=72,8370.16,74,-999,15330.2,15330,0,1.88691e+11
2,gen=1_member=193_pso,-5779.6,75,-999,11826.2,11826,0,1.92123e+11
2,gen=1_member=153_pso,-11726.8,77,-999,10385.2,10385,0,1.95895e+11
2,gen=1_member=123_pso,-11610.7,78,-999,10656.2,10656,0,1.96463e+11
2,gen=1_member=160_pso,44966,82,-999,19350.2,19350,0,2.0699e+11
2,gen=1_member=180_pso,-467.582,83,-999,13031.2,13031,0,2.16762e+11
2,gen=0_member=52,38956.3,84,-999,18798.2,18798,0,2.1715e+11
2,gen=1_member=126_pso,-43436,85,-999,4301.21,4301,0,2.21638e+11
2,gen=1_member=178_pso,16272.8,86,-999,16620.2,16620,0,2.22288e+11
2,gen=1_member=185_pso,-25499.6,87,-999,7455.21,7455,0,2.28003e+11
2,gen=1_member=141_pso,5121.58,90,-999,14550.2,14550,0,2.38538e+11
2,gen=1_member=114_pso,31233.6,92,-999,18105.2,18105,0,2.41031e+11
2,gen=1_member=135_pso,41390.4,93,-999,19173.2,19173,0,2.46378e+11
2,gen=1_member=105_pso,20138.9,97,-999,16851.2,16851,0,2.57496e+11
2,gen=1_member=171_pso,-57979,100,-999,2865.25,2865,0,2.66365e+11
2,gen=1_member=115_pso,-33827.6,101,-999,5840.25,5840,0,2.66428e+11
2,gen=1_member=190_pso,-25213.4,102,-999,7766.25,7766,0,2.67147e+11
2,gen=0_member=89,6199.22,103,-999,14850.3,14850,0,2.71443e+11
2,gen=1_member=102_pso,54495.1,104,-999,19581.3,19581,0,2.75319e+11
2,gen=1_member=173_pso,26224.1,106,-999,17621.3,17621,0,2.76151e+11
2,gen=1_member=150_pso,-28957.1,108,-999,7140.27,7140,0,2.86921e+11
2,gen=1_member=172_pso,37281.1,113,-999,18666.3,18666,0,3.19892e+11
2,gen=1_member=179_pso,-1299.96,116,-999,12798.3,12798,0,3.32694e+11
2,gen=1_member=163_pso,-13314.2,117,-999,9971.31,9971,0,3.35119e+11
2,gen=1_member=137_pso,-47961.5,119,-999,3230.31,3230,0,3.38285e+11
2,gen=1_member=158_pso,-16076.1,120,-999,9831.32,9831,0,3.44997e+11
2,gen=1_member=116_pso,-16170.4,121,-999,9690.32,9690,0,3.47969e+11
2,gen=1_member=119_pso,13141.3,122,-999,16131.3,16131,0,3.53079e+11
2,gen=1_member=120_pso,-24439.6,123,-999,7920.33,7920,0,3.57924e+11
2,gen=1_member=149_pso,-22735.6,124,-999,8376.33,8376,0,3.59971e+11
2,gen=1_member=164_pso,39374.8,125,-999,18921.3,18921,0,3.65714e+11
2,gen=1_member=148_pso,-29878.8,127,-999,6821.34,6821,0,3.71097e+11
2,gen=1_member=183_pso,-73940.2,128,-999,1556.35,1556,0,3.73758e+11
2,gen=0_member=63,-43805.4,129,-999,4125.35,4125,0,3.74514e+11
2,gen=0_member=32,-42373.5,130,-999,4650.35,4650,0,3.76333e+11
2,gen=1_member=122_pso,3365.46,131,-999,13815.4,13815,0,3.77559e+11
2,gen=1_member=111_pso,-42419.3,133,-999,4476.35,4476,0,3.7833e+11
2,gen=0_member=73,25995.1,134,-999,17556.4,17556,0,3.98355e+11
2,gen=1_member=155_pso,24449.9,136,-999,17423.4,17423,0,4.05647e+11
2,gen=1_member=101_pso,-23402.8,137,-999,8073.38,8073,0,4.10964e+11
2,gen=1_member=161_pso,-22290.1,140,-999,8675.39,8675,0,4.18301e+11
2,gen=1_member=130_pso,-12609.8,142,-999,10110.4,10110,0,4.21947e+11
2,gen=1_member=159_pso,35098.8,143,-999,18426.4,18426,0,4.31584e+11
2,gen=1_member=168_pso,-1092.22,144,-999,12915.4,12915,0,4.42436e+11
2,gen=1_member=125_pso,10197.6,147,-999,15606.4,15606,0,4.63085e+11
2,gen=1_member=129_pso,-10663.1,149,-999,10923.4,10923,0,4.84544e+11
2,gen=0_member=82,-34260.5,150,-999,5673.45,5673,0,4.8525e+11
2,gen=0_member=51,-65733,151,-999,2496.45,2496,0,4.85769e+11
2,gen=1_member=142_pso,-25464.6,153,-999,7611.46,7611,0,4.90506e+11
2,gen=1_member=162_pso,3818.06,155,-999,14030.5,14030,0,5.09255e+11
2,gen=1_member=124_pso,-35872.6,156,-999,5336.49,5336,0,5.25518e+11
2,gen=1_member=157_pso,3116.28,158,-999,13706.5,13706,0,5.27133e+11
2,gen=1_member=128_pso,-71459.9,159,-999,1935.49,1935,0,5.27328e+11
2,gen=1_member=131_pso,-46970.2,160,-999,3770.49,3770,0,5.27937e+11
2,gen=1_member=136_pso,-21157.2,161,-999,9116.49,9116,0,5.31543e+11
2,gen=0_member=48,-46553.6,163,-999,3948.54,3948,0,5.77978e+11
2,gen=1_member=165_pso,-4711.64,164,-999,12075.5,12075,0,5.92468e+11
2,gen=0_member=12,-51796.1,165,-999,3048.56,3048,0,5.98921e+11
2,gen=1_member=140_pso,18887.7,166,-999,16698.6,16698,0,6.08122e+11
2,gen=1_member=139_pso,-11069.6,168,-999,10790.6,10790,0,6.09387e+11
2,gen=0_member=61,-17696.7,169,-999,9548.57,9548,0,6.0946e+11
2,gen=1_member=110_pso,11168.8,170,-999,15696.6,15696,0,6.23798e+11
2,gen=1_member=195_pso,-41646,171,-999,4823.59,4823,0,6.37893e+11
2,gen=1_member=103_pso,-59605.6,173,-999,2681.6,2681,0,6.49956e+11
2,gen=1_member=106_pso,-2670.83,175,-999,12680.6,12680,0,6.62377e+11
2,gen=1_member=117_pso,-32074.5,176,-999,6171.62,6171,0,6.67682e+11
2,gen=1_member=189_pso,-79911.3,177,-999,1365.62,1365,0,6.68202e+11
2,gen=1_member=108_pso,-72361.8,179,-999,1746.63,1746,0,6.80343e+11
2,gen=1_member=138_pso,-112485,181,-999,198.635,198,0,6.8396e+11
2,gen=1_member=118_pso,21685.6,182,-999,17000.7,17000,0,7.05851e+11
2,gen=0_member=79,-69221.5,183,-999,2123.66,2123,0,7.14333e+11
2,gen=1_member=152_pso,11792.8,184,-999,15873.7,15873,0,7.16111e+11
2,gen=0_member=49,-117982,185,-999,0.696442,1.71297e-05,0,7.506e+11
2,gen=1_member=175_pso,3835.03,186,-999,14136.7,14136,0,7.51525e+11
2,gen=0_member=40,-104692,188,-999,395.705,395,0,7.59559e+11
2,gen=0_member=55,-22644.9,189,-999,8526.71,8526,0,7.60769e+11
2,gen=0_member=11,4400.38,190,-999,14345.7,14345,0,7.66414e+11
2,gen=0_member=38,15260.2,192,-999,16461.7,16461,0,7.80971e+11
2,gen=1_member=151_pso,-3140.71,194,-999,12441.7,12441,0,7.92197e+11
3,gen=3_member=300_pso,59815.6,48,-999,19610.1,19610,0,3.71361e+10
3,gen=3_member=301_pso,48260.5,1,-999,18798,18798,0,1.4303e+08
3,gen=3_member=302_pso,50960.4,66,-999,19035.1,19035,0,6.61696e+10
3,gen=3_member=303_pso,28870.3,43,-999,14948.1,14948,0,3.44033e+10
3,gen=3_member=304_pso,35357.2,60,-999,16298.1,16298,0,5.34874e+10
3,gen=3_member=305_pso,43846.7,101,-999,18270.2,18270,0,9.75625e+10
3,gen=3_member=306_pso,24652.4,31,-999,14345,14345,0,1.62745e+10
3,gen=3_member=307_pso,63035.3,7,-999,19673,19673,0,1.03333e+09
3,gen=3_member=308_pso,74100.9,96,-999,19701.2,19701,0,9.53892e+10
3,gen=3_member=309_pso,36291.6,80,-999,16620.1,16620,0,8.35102e+10
3,gen=3_member=310_pso,46983.3,42,-999,18666.1,18666,0,3.43093e+10
3,gen=3_member=311_pso,59882.1,21,-999,19623,19623,0,6.61441e+09
3,gen=3_member=312_pso,14778,149,-999,11055.3,11055,0,1.85129e+11
3,gen=3_member=313_pso,28462.9,116,-999,14651.2,14651,0,1.16132e+11
3,gen=3_member=314_pso,20812.5,69,-999,12915.1,12915,0,6.97696e+10
3,gen=3_member=315_pso,5005.59,85,-999,7920.15,7920,0,8.6791e+10
3,gen=3_member=316_pso,30552.9,26,-999,15236,15236,0,1.25511e+10
3,gen=3_member=317_pso,31446.2,88,-999,15423.2,15423,0,8.87728e+10
3,gen=3_member=318_pso,59417.4,15,-999,19596,19596,0,1.62803e+09
3,gen=3_member=319_pso,-18683.9,173,-999,2496.42,2496,0,2.40652e+11
3,gen=3_member=320_pso,58779.8,30,-999,19581,19581,0,1.45814e+10
3,gen=3_member=321_pso,44831.3,3,-999,18476,18476,0,6.80859e+08
3,gen=3_member=322_pso,55677.1,22,-999,19425,19425,0,6.95443e+09
3,gen=3_member=323_pso,43254.5,180,-999,18161.4,18161,0,2.56287e+11
3,gen=3_member=324_pso,15708.2,127,-999,11573.2,11573,0,1.33019e+11
3,gen=3_member=325_pso,52299.4,37,-999,19173,19173,0,2.75388e+10
3,gen=3_member=326_pso,12689.5,84,-999,10385.1,10385,0,8.59223e+10
3,gen=3_member=327_pso,47430.3,39,-999,18711,18711,0,2.79279e+10
3,gen=3_member=328_pso,21345,54,-999,13146.1,13146,0,4.34608e+10
3,gen=3_member=329_pso,8336.93,157,-999,9116.34,9116,0,1.98102e+11
3,gen=3_member=330_pso,19081.3,81,-999,12441.1,12441,0,8.3999e+10
3,gen=3_member=331_pso,61564.8,56,-999,19656.1,19656,0,4.72463e+10
3,gen=3_member=332_pso,54076.6,6,-999,19323,19323,0,9.95322e+08
3,gen=3_member=333_pso,40792.8,45,-999,17748.1,17748,0,3.52006e+10
3,gen=3_member=334_pso,21767.1,122,-999,13373.2,13373,0,1.23966e+11
3,gen=3_member=335_pso,18425.7,139,-999,12198.3,12198,0,1.59374e+11
3,gen=3_member=336_pso,68066.8,49,-999,19695.1,19695,0,3.91431e+10
3,gen=3_member=337_pso,52112.3,77,-999,19106.1,19106,0,8.25971e+10
3,gen=3_member=338_pso,3940.96,137,-999,7455.27,7455,0,1.55016e+11
3,gen=3_member=339_pso,8370.2,86,-999,9405.15,9405,0,8.76081e+10
3,gen=3_member=340_pso,1698.42,90,-999,6981.16,6981,0,8.98878e+10
3,gen=3_member=341_pso,49982.9,14,-999,18998,18998,0,1.4921e+09
3,gen=3_member=342_pso,21082.3,187,-999,13031.5,13031,0,2.80063e+11
3,gen=3_member=343_pso,-5222.5,186,-999,4995.49,4995,0,2.79225e+11
3,gen=3_member=344_pso,34437.6,144,-999,16046.3,16046,0,1.75178e+11
3,gen=3_member=345_pso,40577.8,13,-999,17556,17556,0,1.39308e+09
3,gen=3_member=346_pso,-1183.82,183,-999,5840.46,5840,0,2.6212e+11
3,gen=3_member=347_pso,15719.7,119,-999,11700.2,11700,0,1.18014e+11
3,gen=3_member=348_pso,49093.6,20,-999,18921,18921,0,6.54587e+09
3,gen=3_member=349_pso,37664.1,51,-999,16851.1,16851,0,4.02981e+10
3,gen=3_member=350_pso,11866.6,121,-999,9971.21,9971,0,1.2085e+11
3,gen=3_member=351_pso,34482.5,16,-999,16131,16131,0,2.06925e+09
3,gen=3_member=352_pso,-26789,189,-999,1935.51,1935,0,2.9394e+11
3,gen=3_member=353_pso,6149.24,87,-999,8526.15,8526,0,8.87123e+10
3,gen=3_member=354_pso,12722.3,82,-999,10521.1,10521,0,8.41391e+10
3,gen=3_member=355_pso,45004.5,58,-999,18573.1,18573,0,4.93777e+10
3,gen=3_member=356_pso,46704.3,76,-999,18620.1,18620,0,8.22393e+10
3,gen=3_member=357_pso,12439.5,55,-999,10110.1,10110,0,4.49075e+10
3,gen=3_member=358_pso,-13825.1,141,-999,2865.28,2865,0,1.6297e+11
3,gen=3_member=359_pso,42466,148,-999,18048.3,18048,0,1.84515e+11
3,gen=3_member=360_pso,15283.1,132,-999,11316.3,11316,0,1.49015e+11
3,gen=3_member=361_pso,38031.4,25,-999,17000,17000,0,1.00012e+10
3,gen=3_member=362_pso,37112.8,93,-999,16698.2,16698,0,9.22618e+10
3,gen=3_member=363_pso,16052.5,158,-999,11951.3,11951,0,1.99777e+11
3,gen=3_member=364_pso,15860,118,-999,11826.2,11826,0,1.17896e+11
3,gen=3_member=365_pso,21921.6,107,-999,13485.2,13485,0,1.06029e+11
3,gen=3_member=366_pso,12543.6,162,-999,10248.4,10248,0,2.07314e+11
3,gen=3_member=367_pso,-36943.6,197,-999,786.836,786,0,4.81095e+11
3,gen=3_member=368_pso,27096.6,46,-999,14448.1,14448,0,3.53579e+10
3,gen=3_member=369_pso,42546.8,53,-999,18105.1,18105,0,4.16124e+10
3,gen=3_member=370_pso,56282.4,2,-999,19491,19491,0,5.40282e+08
3,gen=3_member=371_pso,-22339.8,191,-999,2310.58,2310,0,3.35275e+11
3,gen=3_member=372_pso,14207.9,188,-999,10790.5,10790,0,2.8522e+11
3,gen=3_member=373_pso,58659.6,147,-999,19565.3,19565,0,1.81811e+11
3,gen=3_member=374_pso,-29638.6,168,-999,1746.41,1746,0,2.34159e+11
3,gen=3_member=375_pso,41828.9,33,-999,17931,17931,0,2.08168e+10
3,gen=3_member=376_pso,32649.1,40,-999,15606.1,15606,0,3.03586e+10
3,gen=3_member=377_pso,52981.5,34,-999,19205,19205,0,2.13626e+10
3,gen=3_member=378_pso,-7322.8,193,-999,4301.65,4301,0,3.74875e+11
3,gen=3_member=379_pso,56513.3,104,-999,19530.2,19530,0,1.01672e+11
3,gen=3_member=380_pso,-973.959,185,-999,6006.47,6006,0,2.70833e+11
3,gen=3_member=381_pso,-30280.1,192,-999,1556.63,1556,0,3.65521e+11
3,gen=3_member=382_pso,18433.4,98,-999,12320.2,12320,0,9.57369e+10
3,gen=3_member=383_pso,53369.9,71,-999,19266.1,19266,0,7.0852e+10
3,gen=3_member=384_pso,-11269.2,194,-999,3770.71,3770,0,4.11075e+11
3,gen=3_member=385_pso,-2969.07,74,-999,5505.14,5505,0,7.9919e+10
3,gen=3_member=386_pso,32437.6,113,-999,15515.2,15515,0,1.11963e+11
3,gen=3_member=387_pso,23486,35,-999,14030,14030,0,2.31842e+10
3,gen=3_member=388_pso,13574,190,-999,10656.5,10656,0,3.0303e+11
3,gen=3_member=389_pso,19428,70,-999,12561.1,12561,0,6.99932e+10
3,gen=3_member=390_pso,44523.8,89,-999,18375.2,18375,0,8.91108e+10
3,gen=3_member=391_pso,37977.4,150,-999,16926.3,16926,0,1.88616e+11
3,gen=3_member=392_pso,55399.8,171,-999,19401.4,19401,0,2.3935e+11
3,gen=3_member=393_pso,53013.6,140,-999,19236.3,19236,0,1.62897e+11
3,gen=3_member=394_pso,-79048.2,195,-999,0.731106,1.63595e-05,0,4.20886e+11
3,gen=3_member=395_pso,68975.6,175,-999,19698.4,19698,0,2.41166e+11
3,gen=3_member=396_pso,-11959.3,102,-999,3048.17,3048,0,1.00006e+11
3,gen=3_member=397_pso,7899.5,198,-999,8824,8823,0,5.75697e+11
3,gen=3_member=398_pso,2684.18,128,-999,7140.23,7140,0,1.34343e+11
3,gen=3_member=399_pso,-5100,196,-999,5166.84,5166,0,4.80653e+11
3,gen=2_member=208_pso,61176.1,4,-999,19646,19646,0,9.60015e+08
3,gen=1_member=146_pso,48060.9,0,-999,18755,18755,0,1.24032e+08
3,gen=2_member=210_pso,53561.4,5,-999,19295,19295,0,9.89997e+08
3,gen=2_member=283_pso,56381.9,8,-999,19511,19511,0,1.04131e+09
3,gen=2_member=219_pso,49524.5,9,-999,18960,18960,0,1.20416e+09
3,gen=2_member=200_pso,60684.8,10,-999,19635,19635,0,1.25438e+09
3,gen=2_member=229_pso,35615.7,11,-999,16461,16461,0,1.27273e+09
3,gen=1_member=109_pso,48487.1,12,-999,18881,18881,0,1.28943e+09
3,gen=2_member=204_pso,67402.9,17,-999,19686,19686,0,2.59974e+09
3,gen=2_member=202_pso,67179.2,18,-999,19680,19680,0,2.7785e+09
3,gen=1_member=174_pso,68030.1,19,-999,19691,19691,0,4.91897e+09
3,gen=2_member=276_pso,52214.6,23,-999,19140,19140,0,7.19741e+09
3,gen=2_member=215_pso,48398.1,24,-999,18840,18840,0,8.76679e+09
3,gen=2_member=221_pso,56215.9,27,-999,19470,19470,0,1.30213e+10
3,gen=2_member=201_pso,33026.4,28,-999,15696,15696,0,1.42239e+10
3,gen=2_member=203_pso,37371.3,29,-999,16775,16775,0,1.44508e+10
3,gen=2_member=211_pso,15360.8,32,-999,11445,11445,0,1.86052e+10
3,gen=2_member=205_pso,71020.1,36,-999,19700,19700,0,2.33065e+10
3,gen=1_member=181_pso,42055.9,38,-999,17990,17990,0,2.78342e+10
3,gen=2_member=222_pso,5334.65,41,-999,8225.05,8225,0,3.13314e+10
3,gen=1_member=133_pso,14987,44,-999,11186.1,11186,0,3.47373e+10
3,gen=2_member=242_pso,51004.4,47,-999,19071.1,19071,0,3.62734e+10
3,gen=2_member=264_pso,58173.2,50,-999,19548.1,19548,0,3.9628e+10
3,gen=2_member=227_pso,34284.7,52,-999,15960.1,15960,0,4.0969e+10
3,gen=2_member=206_pso,36098.9,57,-999,16541.1,16541,0,4.81113e+10
3,gen=2_member=241_pso,33045.7,59,-999,15785.1,15785,0,5.32639e+10
3,gen=2_member=243_pso,38171.8,61,-999,17073.1,17073,0,5.45663e+10
3,gen=1_member=145_pso,55882.9,62,-999,19448.1,19448,0,5.58077e+10
3,gen=1_member=107_pso,22905.2,63,-999,13815.1,13815,0,5.71085e+10
3,gen=2_member=224_pso,40620.7,64,-999,17685.1,17685,0,6.34163e+10
3,gen=2_member=267_pso,-100.401,65,-999,6335.12,6335,0,6.61193e+10
3,gen=1_member=156_pso,27385.7,67,-999,14550.1,14550,0,6.68669e+10
3,gen=1_member=176_pso,43466.4,68,-999,18216.1,18216,0,6.9525e+10
3,gen=2_member=284_pso,22090,72,-999,13596.1,13596,0,7.63771e+10
3,gen=2_member=216_pso,23920.9,73,-999,14136.1,14136,0,7.75953e+10
3,gen=2_member=207_pso,62025.7,75,-999,19665.1,19665,0,8.12075e+10
3,gen=1_member=127_pso,41742.7,78,-999,17871.1,17871,0,8.28557e+10
3,gen=2_member=225_pso,54833.8,79,-999,19376.1,19376,0,8.34987e+10
3,gen=2_member=285_pso,29411.3,83,-999,15045.1,15045,0,8.47358e+10
3,gen=2_member=260_pso,6065.48,91,-999,8376.16,8376,0,9.03509e+10
3,gen=2_member=296_pso,10086.2,92,-999,9690.16,9690,0,9.14488e+10
3,gen=1_member=192_pso,44528.8,94,-999,18426.2,18426,0,9.45066e+10
3,gen=2_member=212_pso,8548.02,95,-999,9548.17,9548,0,9.53848e+10
3,gen=2_member=270_pso,35596.9,97,-999,16380.2,16380,0,9.55057e+10
3,gen=2_member=250_pso,28571.4,99,-999,14751.2,14751,0,9.63265e+10
3,gen=2_member=294_pso,39968.4,100,-999,17490.2,17490,0,9.71656e+10
3,gen=2_member=257_pso,-10153.8,103,-999,3948.17,3948,0,1.00225e+11
3,gen=2_member=279_pso,21453,105,-999,13260.2,13260,0,1.0349e+11
3,gen=2_member=288_pso,1279.81,106,-999,6660.18,6660,0,1.04431e+11
3,gen=2_member=240_pso,39055,108,-999,17216.2,17216,0,1.07301e+11
3,gen=2_member=272_pso,22417.9,109,-999,13706.2,13706,0,1.07338e+11
3,gen=1_member=188_pso,-35164,110,-999,980.187,980,0,1.07474e+11
3,gen=2_member=262_pso,35301,111,-999,16215.2,16215,0,1.09807e+11
3,gen=2_member=263_pso,28850.5,112,-999,14850.2,14850,0,1.1133e+11
3,gen=1_member=154_pso,34037,114,-999,15873.2,15873,0,1.14525e+11
3,gen=2_member=209_pso,39439.8,115,-999,17355.2,17355,0,1.15565e+11
3,gen=2_member=231_pso,29982,117,-999,15141.2,15141,0,1.1667e+11
3,gen=2_member=281_pso,-6110.7,120,-999,4476.21,4476,0,1.20203e+11
3,gen=1_member=147_pso,14683.3,123,-999,10923.2,10923,0,1.26005e+11
3,gen=2_member=230_pso,19745,124,-999,12680.2,12680,0,1.29703e+11
3,gen=1_member=167_pso,44473.1,125,-999,18323.2,18323,0,1.32692e+11
3,gen=1_member=182_pso,-2715.29,126,-999,5673.23,5673,0,1.32887e+11
3,gen=2_member=253_pso,1583.13,129,-999,6821.24,6821,0,1.40801e+11
3,gen=2_member=256_pso,4739.72,130,-999,7766.25,7766,0,1.43068e+11
3,gen=2_member=217_pso,23051,131,-999,13923.3,13923,0,1.46188e+11
3,gen=1_member=134_pso,-8168.34,133,-999,4125.26,4125,0,1.49361e+11
3,gen=1_member=132_pso,-44.387,134,-999,6498.26,6498,0,1.49957e+11
3,gen=0_member=71,-5271.5,135,-999,4823.26,4823,0,1.49991e+11
3,gen=2_member=237_pso,8304.94,136,-999,8970.26,8970,0,1.51046e+11
3,gen=2_member=228_pso,24457.7,138,-999,14241.3,14241,0,1.55094e+11
3,gen=1_member=199_pso,7433.54,142,-999,8675.3,8675,0,1.70229e+11
3,gen=2_member=233_pso,3372.14,143,-999,7298.3,7298,0,1.70527e+11
3,gen=2_member=232_pso,40586.5,145,-999,17621.3,17621,0,1.75985e+11
3,gen=2_member=235_pso,39419.9,146,-999,17286.3,17286,0,1.80422e+11
3,gen=0_member=72,8370.16,151,-999,9261.33,9261,0,1.88691e+11
3,gen=1_member=193_pso,-5779.6,152,-999,4650.33,4650,0,1.92123e+11
3,gen=2_member=274_pso,-11643,153,-999,3411.34,3411,0,1.93076e+11
3,gen=1_member=153_pso,-11726.8,154,-999,3230.34,3230,0,1.95895e+11
3,gen=1_member=123_pso,-11610.7,155,-999,3591.34,3591,0,1.96463e+11
3,gen=2_member=214_pso,4157.61,156,-999,7611.34,7611,0,1.97612e+11
3,gen=2_member=251_pso,54335.2,159,-999,19350.3,19350,0,2.00186e+11
