generation,member,obj,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
7,gen=1_member=114_pso,0.0251893,3,-999,19897.5,19897.5,1,-999
7,gen=3_member=352_pso,0.0335051,4,-999,19894.5,19894.5,1,-999
7,gen=4_member=450_pso,0.0560049,6,-999,19885.5,19885.5,1,-999
7,gen=5_member=503_pso,0.0596551,7,-999,19879.5,19879.5,1,-999
7,gen=4_member=413_pso,0.0749515,9,-999,19864.5,19864.5,1,-999
7,gen=6_member=630_pso,0.0979108,10,-999,19855.5,19855.5,1,-999
7,gen=4_member=408_pso,0.126403,14,-999,19809.5,19809.5,1,-999
7,gen=1_member=103_pso,0.148361,15,-999,19795.5,19795.5,1,-999
7,gen=4_member=421_pso,0.157483,16,-999,19780.5,19780.5,1,-999
7,gen=4_member=494_pso,0.17677,17,-999,19764.5,19764.5,1,-999
7,gen=1_member=146_pso,0.197237,18,-999,19747.5,19747.5,1,-999
7,gen=4_member=499_pso,0.224983,19,-999,19729.5,19729.5,1,-999
7,gen=6_member=611_pso,0.23479,20,-999,19710.5,19710.5,1,-999
7,gen=5_member=591_pso,0.24716,21,-999,19690.5,19690.5,1,-999
7,gen=5_member=533_pso,0.274673,22,-999,19669.5,19669.5,1,-999
7,gen=6_member=669_pso,0.313722,23,-999,19647.5,19647.5,1,-999
7,gen=1_member=120_pso,0.320454,24,-999,19624.5,19624.5,1,-999
7,gen=5_member=544_pso,0.330493,25,-999,19600.5,19600.5,1,-999
7,gen=5_member=540_pso,0.335711,26,-999,19575.5,19575.5,1,-999
7,gen=6_member=676_pso,0.373999,27,-999,19549.5,19549.5,1,-999
7,gen=6_member=644_pso,0.39823,28,-999,19522.5,19522.5,1,-999
7,gen=3_member=393_pso,0.488046,29,-999,19494.5,19494.5,1,-999
7,gen=3_member=315_pso,0.53548,30,-999,19465.5,19465.5,1,-999
7,gen=6_member=657_pso,0.563153,31,-999,19435.4,19435.4,1,-999
7,gen=6_member=634_pso,0.588677,32,-999,19404.4,19404.4,1,-999
7,gen=3_member=380_pso,0.606611,33,-999,19372.4,19372.4,1,-999
7,gen=6_member=639_pso,0.620243,34,-999,19339.4,19339.4,1,-999
7,gen=6_member=607_pso,0.691317,37,-999,19234.5,19234.5,1,-999
7,gen=4_member=496_pso,0.704008,38,-999,19197.5,19197.5,1,-999
7,gen=4_member=478_pso,0.748689,39,-999,19159.5,19159.5,1,-999
7,gen=5_member=527_pso,0.759077,40,-999,19120.5,19120.5,1,-999
7,gen=3_member=351_pso,0.826883,41,-999,19080.4,19080.4,1,-999
7,gen=5_member=521_pso,0.84749,42,-999,19039.4,19039.4,1,-999
7,gen=6_member=665_pso,0.877101,43,-999,18997.4,18997.4,1,-999
7,gen=1_member=194_pso,0.919669,45,-999,18910.4,18910.4,1,-999
7,gen=2_member=202_pso,1.06397,46,-999,18865.4,18865.4,1,-999
7,gen=2_member=223_pso,1.08776,47,-999,18819.4,18819.4,1,-999
7,gen=2_member=288_pso,1.18484,48,-999,18772.4,18772.4,1,-999
7,gen=4_member=411_pso,1.18597,49,-999,18724.4,18724.4,1,-999
7,gen=3_member=339_pso,1.20276,51,-999,18625.4,18625.4,1,-999
7,gen=5_member=508_pso,1.23118,52,-999,18574.4,18574.4,1,-999
7,gen=1_member=183_pso,1.29611,53,-999,18522.4,18522.4,1,-999
7,gen=2_member=262_pso,1.46813,55,-999,18415.4,18415.4,1,-999
7,gen=3_member=345_pso,1.47312,56,-999,18360.4,18360.4,1,-999
7,gen=2_member=260_pso,1.48491,57,-999,18304.4,18304.4,1,-999
7,gen=3_member=360_pso,1.60877,58,-999,18247.4,18247.4,1,-999
7,gen=3_member=305_pso,1.61815,59,-999,18189.4,18189.4,1,-999
7,gen=2_member=210_pso,1.63202,60,-999,18130.4,18130.4,1,-999
7,gen=4_member=491_pso,1.75153,61,-999,18070.4,18070.4,1,-999
7,gen=6_member=616_pso,1.78115,62,-999,18009.4,18009.4,1,-999
7,gen=3_member=382_pso,1.80781,63,-999,17947.4,17947.4,1,-999
7,gen=4_member=403_pso,1.87149,64,-999,17884.4,17884.4,1,-999
7,gen=4_member=498_pso,1.87784,66,-999,17755.4,17755.4,1,-999
7,gen=6_member=692_pso,1.98873,67,-999,17689.4,17689.4,1,-999
7,gen=2_member=258_pso,1.99945,68,-999,17622.4,17622.4,1,-999
7,gen=1_member=174_pso,2.00886,69,-999,17554.4,17554.4,1,-999
7,gen=4_member=443_pso,2.04744,70,-999,17485.4,17485.4,1,-999
7,gen=0_member=66,2.07701,71,-999,17415.4,17415.4,1,-999
7,gen=5_member=541_pso,2.16047,72,-999,17344.4,17344.4,1,-999
7,gen=2_member=291_pso,2.17463,73,-999,17272.4,17272.4,1,-999
7,gen=0_member=36,2.27791,74,-999,17199.4,17199.4,1,-999
7,gen=1_member=130_pso,2.39509,75,-999,17125.4,17125.4,1,-999
7,gen=4_member=416_pso,2.43323,76,-999,17050.4,17050.4,1,-999
7,gen=4_member=475_pso,2.49191,77,-999,16974.4,16974.4,1,-999
7,gen=1_member=102_pso,2.53304,78,-999,16897.4,16897.4,1,-999
7,gen=5_member=522_pso,2.62892,79,-999,16819.4,16819.4,1,-999
7,gen=5_member=583_pso,2.63407,80,-999,16740.4,16740.4,1,-999
7,gen=4_member=418_pso,2.66327,81,-999,16660.4,16660.4,1,-999
7,gen=6_member=603_pso,2.69803,82,-999,16579.4,16579.4,1,-999
7,gen=6_member=620_pso,2.84412,83,-999,16497.4,16497.4,1,-999
7,gen=6_member=673_pso,2.91269,84,-999,16414.4,16414.4,1,-999
7,gen=4_member=454_pso,2.92032,85,-999,16330.4,16330.4,1,-999
7,gen=5_member=556_pso,2.9413,86,-999,16245.4,16245.4,1,-999
7,gen=6_member=691_pso,3.00659,87,-999,16159.4,16159.4,1,-999
7,gen=4_member=486_pso,3.22065,89,-999,15984.4,15984.4,1,-999
7,gen=6_member=629_pso,3.23592,90,-999,15895.4,15895.4,1,-999
7,gen=1_member=122_pso,3.31536,91,-999,15805.4,15805.4,1,-999
7,gen=4_member=487_pso,3.48995,92,-999,15714.4,15714.4,1,-999
7,gen=1_member=113_pso,3.64239,93,-999,15622.4,15622.4,1,-999
7,gen=4_member=425_pso,3.76044,94,-999,15529.4,15529.4,1,-999
7,gen=2_member=212_pso,3.85388,95,-999,15435.4,15435.4,1,-999
7,gen=5_member=586_pso,3.85687,96,-999,15340.4,15340.4,1,-999
7,gen=3_member=308_pso,3.92695,97,-999,15244.4,15244.4,1,-999
7,gen=0_member=34,4.16157,98,-999,15147.4,15147.4,1,-999
7,gen=4_member=458_pso,4.22377,99,-999,15049.4,15049.4,1,-999
7,gen=3_member=363_pso,4.23211,100,-999,14950.4,14950.4,1,-999
7,gen=4_member=435_pso,4.31187,102,-999,14749.4,14749.4,1,-999
7,gen=3_member=362_pso,4.65692,103,-999,14647.4,14647.4,1,-999
7,gen=6_member=682_pso,4.78477,105,-999,14440.4,14440.4,1,-999
7,gen=0_member=78,4.7992,106,-999,14335.4,14335.4,1,-999
7,gen=4_member=409_pso,4.91963,107,-999,14229.4,14229.4,1,-999
7,gen=5_member=568_pso,5.00761,108,-999,14122.4,14122.4,1,-999
7,gen=5_member=506_pso,5.105,109,-999,14014.4,14014.4,1,-999
7,gen=2_member=222_pso,5.15855,111,-999,13795.4,13795.4,1,-999
7,gen=0_member=39,5.40635,114,-999,13459.4,13459.4,1,-999
7,gen=2_member=275_pso,5.43873,115,-999,13345.4,13345.4,1,-999
7,gen=4_member=465_pso,5.44882,116,-999,13230.4,13230.4,1,-999
7,gen=6_member=625_pso,5.48593,117,-999,13114.4,13114.4,1,-999
7,gen=6_member=699_pso,5.90737,120,-999,12760.4,12760.4,1,-999
7,gen=3_member=371_pso,6.00581,121,-999,12640.4,12640.4,1,-999
8,gen=8_member=800_pso,1.43584,72,-999,17344.4,17344.4,1,-999
8,gen=8_member=801_pso,1.93627,89,-999,15984.4,15984.4,1,-999
8,gen=8_member=802_pso,4.45537,127,-999,11899.3,11899.3,1,-999
8,gen=8_member=803_pso,30.5041,158,-999,7497.06,7497.06,1,-999
8,gen=8_member=804_pso,0.130494,18,-999,19747.5,19747.5,1,-999
8,gen=8_member=805_pso,95.3222,174,-999,4500.02,4500.02,1,-999
8,gen=8_member=806_pso,3.18643,114,-999,13459.4,13459.4,1,-999
8,gen=8_member=807_pso,9.80624,137,-999,10584.2,10584.2,1,-999
8,gen=8_member=808_pso,102.351,176,-999,4147.02,4147.02,1,-999
8,gen=8_member=809_pso,395.111,186,-999,2134,2134,1,-999
8,gen=8_member=810_pso,1.59818,77,-999,16974.4,16974.4,1,-999
8,gen=8_member=811_pso,27.4279,155,-999,7965.07,7965.07,1,-999
8,gen=8_member=812_pso,0.035259,6,-999,19885.5,19885.5,1,-999
8,gen=8_member=813_pso,14.4512,144,-999,9604.12,9604.12,1,-999
8,gen=8_member=814_pso,2076.31,197,-999,0.000536186,0.000536186,1,-999
8,gen=8_member=815_pso,15.8292,147,-999,9169.12,9169.12,1,-999
8,gen=8_member=816_pso,45.2198,162,-999,6859.05,6859.05,1,-999
8,gen=8_member=817_pso,1.03976,62,-999,18009.5,18009.5,1,-999
8,gen=8_member=818_pso,7.21118,134,-999,10989.2,10989.2,1,-999
8,gen=8_member=819_pso,10.0354,138,-999,10447.2,10447.2,1,-999
8,gen=8_member=820_pso,94.6773,173,-999,4675.02,4675.02,1,-999
8,gen=8_member=821_pso,0.150156,20,-999,19710.5,19710.5,1,-999
8,gen=8_member=822_pso,0.490036,41,-999,19080.5,19080.5,1,-999
8,gen=8_member=823_pso,192.666,182,-999,2880.01,2880.01,1,-999
8,gen=8_member=824_pso,4.49918,128,-999,11772.3,11772.3,1,-999
8,gen=8_member=825_pso,21.8756,151,-999,8575.09,8575.09,1,-999
8,gen=8_member=826_pso,178.184,180,-999,3247.01,3247.01,1,-999
8,gen=8_member=827_pso,472.045,187,-999,1945,1945,1,-999
8,gen=8_member=828_pso,13.1091,143,-999,9747.12,9747.12,1,-999
8,gen=8_member=829_pso,80.6289,171,-999,5022.03,5022.03,1,-999
8,gen=8_member=830_pso,0.747394,52,-999,18574.5,18574.5,1,-999
8,gen=8_member=831_pso,72.1798,169,-999,5365.03,5365.03,1,-999
8,gen=8_member=832_pso,192.432,181,-999,3064.01,3064.01,1,-999
8,gen=8_member=833_pso,0.431103,38,-999,19197.5,19197.5,1,-999
8,gen=8_member=834_pso,689.454,192,-999,985.002,985.002,1,-999
8,gen=8_member=835_pso,0.40423,36,-999,19270.5,19270.5,1,-999
8,gen=8_member=836_pso,2.30804,98,-999,15147.4,15147.4,1,-999
8,gen=8_member=837_pso,21.7247,150,-999,8725.09,8725.09,1,-999
8,gen=8_member=838_pso,27.4977,156,-999,7810.07,7810.07,1,-999
8,gen=8_member=839_pso,28.7706,157,-999,7654.07,7654.07,1,-999
8,gen=8_member=840_pso,0.0753158,12,-999,19834.5,19834.5,1,-999
8,gen=8_member=841_pso,9.75245,136,-999,10720.2,10720.2,1,-999
8,gen=8_member=842_pso,110.066,177,-999,3969.02,3969.02,1,-999
8,gen=8_member=843_pso,65.046,167,-999,6039.03,6039.03,1,-999
8,gen=8_member=844_pso,1087.17,194,-999,594.001,594.001,1,-999
8,gen=8_member=845_pso,67.7202,168,-999,5704.03,5704.03,1,-999
8,gen=8_member=846_pso,0.19139,24,-999,19624.5,19624.5,1,-999
8,gen=8_member=847_pso,1.87844,88,-999,16072.4,16072.4,1,-999
8,gen=8_member=848_pso,20.2213,148,-999,9022.11,9022.11,1,-999
8,gen=8_member=849_pso,34.959,159,-999,7339.06,7339.06,1,-999
8,gen=8_member=850_pso,1.00871,61,-999,18070.5,18070.5,1,-999
8,gen=8_member=851_pso,6.26873,132,-999,11254.2,11254.2,1,-999
8,gen=8_member=852_pso,54.215,165,-999,6370.04,6370.04,1,-999
8,gen=8_member=853_pso,26.5447,153,-999,8272.08,8272.08,1,-999
8,gen=8_member=854_pso,20.8595,149,-999,8874.1,8874.1,1,-999
8,gen=8_member=855_pso,13.0145,142,-999,9889.12,9889.12,1,-999
8,gen=8_member=856_pso,12.3471,141,-999,10030.1,10030.1,1,-999
8,gen=8_member=857_pso,0.416629,37,-999,19234.5,19234.5,1,-999
8,gen=8_member=858_pso,163.236,178,-999,3610.01,3610.01,1,-999
8,gen=8_member=859_pso,57.4417,166,-999,6205.04,6205.04,1,-999
8,gen=8_member=860_pso,79.9667,170,-999,5194.03,5194.03,1,-999
8,gen=8_member=861_pso,0.0675721,10,-999,19855.5,19855.5,1,-999
8,gen=8_member=862_pso,273.032,184,-999,2509.01,2509.01,1,-999
8,gen=8_member=863_pso,36.8782,161,-999,7020.06,7020.06,1,-999
8,gen=8_member=864_pso,45.7212,163,-999,6697.05,6697.05,1,-999
8,gen=8_member=865_pso,6.54379,133,-999,11122.2,11122.2,1,-999
8,gen=8_member=866_pso,5.56972,130,-999,11515.3,11515.3,1,-999
8,gen=8_member=867_pso,660.229,191,-999,1179,1179,1,-999
8,gen=8_member=868_pso,1551.78,196,-999,199.001,199.001,1,-999
8,gen=8_member=869_pso,35.958,160,-999,7180.06,7180.06,1,-999
8,gen=8_member=870_pso,49.0461,164,-999,6534.04,6534.04,1,-999
8,gen=8_member=871_pso,5.54504,129,-999,11644.3,11644.3,1,-999
8,gen=8_member=873_pso,363.594,185,-999,2322,2322,1,-999
8,gen=8_member=874_pso,593.866,189,-999,1564,1564,1,-999
8,gen=8_member=875_pso,11.9093,140,-999,10170.1,10170.1,1,-999
8,gen=8_member=876_pso,1368.59,195,-999,397.001,397.001,1,-999
8,gen=8_member=877_pso,0.187189,23,-999,19647.5,19647.5,1,-999
8,gen=8_member=878_pso,1.62148,80,-999,16740.4,16740.4,1,-999
8,gen=8_member=880_pso,0.795017,55,-999,18415.5,18415.5,1,-999
8,gen=8_member=881_pso,1.06959,64,-999,17884.4,17884.4,1,-999
8,gen=8_member=882_pso,0.636119,47,-999,18819.5,18819.5,1,-999
8,gen=8_member=883_pso,213.283,183,-999,2695.01,2695.01,1,-999
8,gen=8_member=884_pso,11.2712,139,-999,10309.1,10309.1,1,-999
8,gen=8_member=885_pso,0.453105,39,-999,19159.5,19159.5,1,-999
8,gen=8_member=886_pso,3.00986,112,-999,13684.4,13684.4,1,-999
8,gen=8_member=887_pso,6.00384,131,-999,11385.2,11385.2,1,-999
8,gen=8_member=888_pso,15.5733,146,-999,9315.13,9315.13,1,-999
8,gen=8_member=889_pso,26.847,154,-999,8119.08,8119.08,1,-999
8,gen=8_member=890_pso,584.798,188,-999,1755,1755,1,-999
8,gen=8_member=891_pso,15.2836,145,-999,9460.13,9460.13,1,-999
8,gen=8_member=892_pso,81.6794,172,-999,4849.03,4849.03,1,-999
8,gen=8_member=893_pso,173.172,179,-999,3429.01,3429.01,1,-999
8,gen=8_member=894_pso,648.351,190,-999,1372,1372,1,-999
8,gen=8_member=895_pso,9.74208,135,-999,10855.2,10855.2,1,-999
8,gen=8_member=896_pso,25.8753,152,-999,8424.08,8424.08,1,-999
8,gen=8_member=897_pso,99.6654,175,-999,4324.02,4324.02,1,-999
8,gen=8_member=898_pso,998.636,193,-999,790.001,790.001,1,-999
8,gen=7_member=772_pso,0.00629133,1,-999,19900.5,19900.5,1,-999
8,gen=7_member=732_pso,0.0196801,2,-999,19899.5,19899.5,1,-999
8,gen=1_member=114_pso,0.0251893,3,-999,19897.5,19897.5,1,-999
8,gen=3_member=352_pso,0.0335051,4,-999,19894.5,19894.5,1,-999
8,gen=7_member=723_pso,0.034814,5,-999,19890.5,19890.5,1,-999
8,gen=4_member=450_pso,0.0560049,7,-999,19879.5,19879.5,1,-999
8,gen=5_member=503_pso,0.0596551,8,-999,19872.5,19872.5,1,-999
8,gen=7_member=749_pso,0.0639323,9,-999,19864.5,19864.5,1,-999
8,gen=4_member=413_pso,0.0749515,11,-999,19845.5,19845.5,1,-999
8,gen=6_member=630_pso,0.0979108,13,-999,19822.5,19822.5,1,-999
8,gen=7_member=724_pso,0.10911,14,-999,19809.5,19809.5,1,-999
8,gen=7_member=736_pso,0.117654,15,-999,19795.5,19795.5,1,-999
8,gen=7_member=726_pso,0.122733,16,-999,19780.5,19780.5,1,-999
8,gen=4_member=408_pso,0.126403,17,-999,19764.5,19764.5,1,-999
8,gen=1_member=103_pso,0.148361,19,-999,19729.5,19729.5,1,-999
8,gen=4_member=421_pso,0.157483,21,-999,19690.5,19690.5,1,-999
8,gen=4_member=494_pso,0.17677,22,-999,19669.5,19669.5,1,-999
8,gen=1_member=146_pso,0.197237,25,-999,19600.5,19600.5,1,-999
8,gen=4_member=499_pso,0.224983,26,-999,19575.5,19575.5,1,-999
8,gen=6_member=611_pso,0.23479,27,-999,19549.5,19549.5,1,-999
8,gen=5_member=591_pso,0.24716,28,-999,19522.5,19522.5,1,-999
8,gen=5_member=533_pso,0.274673,29,-999,19494.5,19494.5,1,-999
8,gen=6_member=669_pso,0.313722,30,-999,19465.5,19465.5,1,-999
8,gen=1_member=120_pso,0.320454,31,-999,19435.5,19435.5,1,-999
8,gen=5_member=544_pso,0.330493,32,-999,19404.5,19404.5,1,-999
8,gen=5_member=540_pso,0.335711,33,-999,19372.5,19372.5,1,-999
8,gen=6_member=676_pso,0.373999,34,-999,19339.5,19339.5,1,-999
8,gen=6_member=644_pso,0.39823,35,-999,19305.5,19305.5,1,-999
8,gen=3_member=393_pso,0.488046,40,-999,19120.5,19120.5,1,-999
8,gen=3_member=315_pso,0.53548,42,-999,19039.5,19039.5,1,-999
8,gen=6_member=657_pso,0.563153,43,-999,18997.5,18997.5,1,-999
8,gen=6_member=634_pso,0.588677,44,-999,18954.5,18954.5,1,-999
8,gen=3_member=380_pso,0.606611,45,-999,18910.5,18910.5,1,-999
8,gen=6_member=639_pso,0.620243,46,-999,18865.5,18865.5,1,-999
8,gen=7_member=764_pso,0.639562,48,-999,18772.5,18772.5,1,-999
8,gen=7_member=769_pso,0.658777,49,-999,18724.5,18724.5,1,-999
8,gen=6_member=607_pso,0.691317,50,-999,18675.5,18675.5,1,-999
8,gen=4_member=496_pso,0.704008,51,-999,18625.5,18625.5,1,-999
8,gen=4_member=478_pso,0.748689,53,-999,18522.5,18522.5,1,-999
8,gen=5_member=527_pso,0.759077,54,-999,18469.5,18469.5,1,-999
8,gen=3_member=351_pso,0.826883,56,-999,18360.5,18360.5,1,-999
8,gen=5_member=521_pso,0.84749,57,-999,18304.5,18304.5,1,-999
8,gen=6_member=665_pso,0.877101,58,-999,18247.5,18247.5,1,-999
8,gen=7_member=729_pso,0.910524,59,-999,18189.5,18189.5,1,-999
8,gen=1_member=194_pso,0.919669,60,-999,18130.5,18130.5,1,-999
8,gen=2_member=202_pso,1.06397,63,-999,17947.4,17947.4,1,-999
8,gen=2_member=223_pso,1.08776,65,-999,17820.4,17820.4,1,-999
8,gen=2_member=288_pso,1.18484,66,-999,17755.4,17755.4,1,-999
8,gen=4_member=411_pso,1.18597,67,-999,17689.4,17689.4,1,-999
8,gen=7_member=733_pso,1.18605,68,-999,17622.4,17622.4,1,-999
8,gen=3_member=339_pso,1.20276,69,-999,17554.4,17554.4,1,-999
8,gen=5_member=508_pso,1.23118,70,-999,17485.4,17485.4,1,-999
8,gen=1_member=183_pso,1.29611,71,-999,17415.4,17415.4,1,-999
8,gen=7_member=703_pso,1.44462,73,-999,17272.4,17272.4,1,-999
8,gen=2_member=262_pso,1.46813,74,-999,17199.4,17199.4,1,-999
8,gen=3_member=345_pso,1.47312,75,-999,17125.4,17125.4,1,-999
8,gen=2_member=260_pso,1.48491,76,-999,17050.4,17050.4,1,-999
8,gen=3_member=360_pso,1.60877,78,-999,16897.4,16897.4,1,-999
8,gen=3_member=305_pso,1.61815,79,-999,16819.4,16819.4,1,-999
8,gen=2_member=210_pso,1.63202,81,-999,16660.4,16660.4,1,-999
8,gen=4_member=491_pso,1.75153,82,-999,16579.4,16579.4,1,-999
8,gen=6_member=616_pso,1.78115,83,-999,16497.5,16497.5,1,-999
8,gen=3_member=382_pso,1.80781,84,-999,16414.5,16414.5,1,-999
8,gen=4_member=403_pso,1.87149,85,-999,16330.4,16330.4,1,-999
8,gen=7_member=791_pso,1.87306,86,-999,16245.4,16245.4,1,-999
8,gen=4_member=498_pso,1.87784,87,-999,16159.4,16159.4,1,-999
8,gen=6_member=692_pso,1.98873,90,-999,15895.4,15895.4,1,-999
8,gen=2_member=258_pso,1.99945,91,-999,15805.4,15805.4,1,-999
8,gen=1_member=174_pso,2.00886,92,-999,15714.4,15714.4,1,-999
8,gen=4_member=443_pso,2.04744,93,-999,15622.4,15622.4,1,-999
8,gen=0_member=66,2.07701,94,-999,15529.4,15529.4,1,-999
8,gen=5_member=541_pso,2.16047,95,-999,15435.4,15435.4,1,-999
8,gen=2_member=291_pso,2.17463,96,-999,15340.4,15340.4,1,-999
8,gen=0_member=36,2.27791,97,-999,15244.4,15244.4,1,-999
8,gen=1_member=130_pso,2.39509,99,-999,15049.4,15049.4,1,-999
8,gen=4_member=416_pso,2.43323,100,-999,14950.4,14950.4,1,-999
8,gen=4_member=475_pso,2.49191,101,-999,14850.4,14850.4,1,-999
8,gen=1_member=102_pso,2.53304,102,-999,14749.4,14749.4,1,-999
8,gen=5_member=522_pso,2.62892,103,-999,14647.4,14647.4,1,-999
8,gen=5_member=583_pso,2.63407,104,-999,14544.4,14544.4,1,-999
8,gen=4_member=418_pso,2.66327,105,-999,14440.4,14440.4,1,-999
8,gen=6_member=603_pso,2.69803,106,-999,14335.4,14335.4,1,-999
8,gen=6_member=620_pso,2.84412,107,-999,14229.4,14229.4,1,-999
8,gen=6_member=673_pso,2.91269,108,-999,14122.4,14122.4,1,-999
8,gen=4_member=454_pso,2.92032,109,-999,14014.4,14014.4,1,-999
8,gen=5_member=556_pso,2.9413,110,-999,13905.4,13905.4,1,-999
8,gen=6_member=691_pso,3.00659,111,-999,13795.4,13795.4,1,-999
8,gen=7_member=715_pso,3.09318,113,-999,13572.4,13572.4,1,-999
8,gen=4_member=486_pso,3.22065,115,-999,13345.4,13345.4,1,-999
8,gen=6_member=629_pso,3.23592,116,-999,13230.4,13230.4,1,-999
8,gen=1_member=122_pso,3.31536,117,-999,13114.4,13114.4,1,-999
8,gen=4_member=487_pso,3.48995,118,-999,12997.4,12997.4,1,-999
8,gen=1_member=113_pso,3.64239,119,-999,12879.4,12879.4,1,-999
8,gen=4_member=425_pso,3.76044,120,-999,12760.4,12760.4,1,-999
8,gen=2_member=212_pso,3.85388,121,-999,12640.4,12640.4,1,-999
8,gen=5_member=586_pso,3.85687,122,-999,12519.4,12519.4,1,-999
8,gen=3_member=308_pso,3.92695,123,-999,12397.4,12397.4,1,-999
8,gen=0_member=34,4.16157,124,-999,12274.3,12274.3,1,-999
8,gen=4_member=458_pso,4.22377,125,-999,12150.3,12150.3,1,-999
8,gen=3_member=363_pso,4.23211,126,-999,12025.3,12025.3,1,-999
9,gen=9_member=900_pso,1.42818,95,-999,15435.5,15435.5,1,-999
9,gen=9_member=901_pso,2.89049,131,-999,11385.4,11385.4,1,-999
9,gen=9_member=902_pso,5.239,138,-999,10447.2,10447.2,1,-999
9,gen=9_member=903_pso,86.7361,174,-999,4849.02,4849.02,1,-999
9,gen=9_member=904_pso,1.21735,89,-999,15984.5,15984.5,1,-999
9,gen=9_member=905_pso,0.0538261,9,-999,19864.5,19864.5,1,-999
9,gen=9_member=906_pso,82.9748,173,-999,5022.03,5022.03,1,-999
9,gen=9_member=907_pso,2.49102,129,-999,11644.4,11644.4,1,-999
9,gen=9_member=908_pso,1.86874,109,-999,14014.4,14014.4,1,-999
9,gen=9_member=909_pso,0.262023,36,-999,19270.5,19270.5,1,-999
9,gen=9_member=910_pso,1.14228,83,-999,16497.5,16497.5,1,-999
9,gen=9_member=911_pso,9.79335,149,-999,8874.15,8874.15,1,-999
9,gen=9_member=912_pso,74.8174,172,-999,5194.03,5194.03,1,-999
9,gen=9_member=913_pso,27.4403,160,-999,7180.05,7180.05,1,-999
9,gen=9_member=914_pso,10.0857,151,-999,8575.15,8575.15,1,-999
9,gen=9_member=915_pso,0.309637,38,-999,19197.5,19197.5,1,-999
9,gen=9_member=916_pso,9.82061,150,-999,8725.15,8725.15,1,-999
9,gen=9_member=917_pso,2.33237,126,-999,12025.4,12025.4,1,-999
9,gen=9_member=918_pso,223.573,186,-999,2509.01,2509.01,1,-999
9,gen=9_member=919_pso,8.96001,147,-999,9169.17,9169.17,1,-999
9,gen=9_member=920_pso,1.28376,91,-999,15805.5,15805.5,1,-999
9,gen=9_member=921_pso,21.9753,157,-999,7654.07,7654.07,1,-999
9,gen=9_member=922_pso,308.047,189,-999,1755.01,1755.01,1,-999
9,gen=9_member=923_pso,47.3551,166,-999,6205.04,6205.04,1,-999
9,gen=9_member=924_pso,2.21395,122,-999,12519.4,12519.4,1,-999
9,gen=9_member=925_pso,109.28,178,-999,4147.02,4147.02,1,-999
9,gen=9_member=926_pso,9.00704,148,-999,9022.17,9022.17,1,-999
9,gen=9_member=927_pso,6.90142,143,-999,9747.2,9747.2,1,-999
9,gen=9_member=928_pso,3.74369,132,-999,11254.3,11254.3,1,-999
9,gen=9_member=929_pso,1.21687,88,-999,16072.5,16072.5,1,-999
9,gen=9_member=930_pso,116.533,179,-999,3969.02,3969.02,1,-999
9,gen=9_member=931_pso,6.95574,144,-999,9604.21,9604.21,1,-999
9,gen=9_member=932_pso,5.54633,141,-999,10030.2,10030.2,1,-999
9,gen=9_member=933_pso,28.1533,162,-999,6859.05,6859.05,1,-999
9,gen=9_member=934_pso,354.755,191,-999,1372,1372,1,-999
9,gen=9_member=935_pso,17.5738,154,-999,8119.08,8119.08,1,-999
9,gen=9_member=936_pso,167.786,185,-999,2880.01,2880.01,1,-999
9,gen=9_member=937_pso,2.29467,124,-999,12274.4,12274.4,1,-999
9,gen=9_member=938_pso,0.963656,75,-999,17125.5,17125.5,1,-999
9,gen=9_member=939_pso,119.052,180,-999,3790.02,3790.02,1,-999
9,gen=9_member=940_pso,0.0513656,8,-999,19872.5,19872.5,1,-999
9,gen=9_member=941_pso,15.1894,153,-999,8272.1,8272.1,1,-999
9,gen=9_member=942_pso,0.241533,33,-999,19372.5,19372.5,1,-999
9,gen=9_member=943_pso,166.886,184,-999,3064.01,3064.01,1,-999
9,gen=9_member=944_pso,283.216,188,-999,2134.01,2134.01,1,-999
9,gen=9_member=945_pso,0.407786,46,-999,18865.5,18865.5,1,-999
9,gen=9_member=946_pso,8.04651,146,-999,9315.19,9315.19,1,-999
9,gen=9_member=947_pso,1092.62,197,-999,199.001,199.001,1,-999
9,gen=9_member=948_pso,0.995968,76,-999,17050.5,17050.5,1,-999
9,gen=9_member=949_pso,1.40673,94,-999,15529.5,15529.5,1,-999
9,gen=9_member=950_pso,25.5993,159,-999,7339.06,7339.06,1,-999
9,gen=9_member=951_pso,5.66006,142,-999,9889.23,9889.23,1,-999
9,gen=9_member=952_pso,1.0091,78,-999,16897.5,16897.5,1,-999
9,gen=9_member=953_pso,0.154481,24,-999,19624.5,19624.5,1,-999
9,gen=9_member=954_pso,0.505684,53,-999,18522.5,18522.5,1,-999
9,gen=9_member=955_pso,7.27887,145,-999,9460.21,9460.21,1,-999
9,gen=9_member=956_pso,4.08688,135,-999,10855.3,10855.3,1,-999
9,gen=9_member=957_pso,27.5705,161,-999,7020.05,7020.05,1,-999
9,gen=9_member=958_pso,4.84007,137,-999,10584.2,10584.2,1,-999
9,gen=9_member=959_pso,12.1757,152,-999,8424.12,8424.12,1,-999
9,gen=9_member=960_pso,0.42344,48,-999,18772.5,18772.5,1,-999
9,gen=9_member=961_pso,19.282,155,-999,7965.09,7965.09,1,-999
