child,parent_1,parent_2,parent_3
GEN=14_MEMBER=2795_PSO,GEN=9_MEMBER=1863_PSO,,
GEN=14_MEMBER=2797_PSO,GEN=12_MEMBER=2451_PSO,,
GEN=14_MEMBER=2799_PSO,GEN=10_MEMBER=2015_PSO,,
GEN=14_MEMBER=2801_PSO,GEN=12_MEMBER=2499_PSO,,
GEN=14_MEMBER=2803_PSO,GEN=12_MEMBER=2389_PSO,,
GEN=14_MEMBER=2805_PSO,GEN=8_MEMBER=1601_PSO,,
GEN=14_MEMBER=2807_PSO,GEN=12_MEMBER=2365_PSO,,
GEN=14_MEMBER=2809_PSO,GEN=4_MEMBER=731_PSO,,
GEN=14_MEMBER=2811_PSO,GEN=13_MEMBER=2675_PSO,,
GEN=14_MEMBER=2813_PSO,GEN=13_MEMBER=2591_PSO,,
GEN=14_MEMBER=2815_PSO,GEN=12_MEMBER=2419_PSO,,
GEN=14_MEMBER=2817_PSO,GEN=13_MEMBER=2581_PSO,,
GEN=14_MEMBER=2819_PSO,GEN=12_MEMBER=2403_PSO,,
GEN=14_MEMBER=2821_PSO,GEN=12_MEMBER=2455_PSO,,
GEN=14_MEMBER=2823_PSO,GEN=11_MEMBER=2141_PSO,,
GEN=14_MEMBER=2825_PSO,GEN=11_MEMBER=2195_PSO,,
GEN=14_MEMBER=2827_PSO,GEN=13_MEMBER=2641_PSO,,
GEN=14_MEMBER=2829_PSO,GEN=13_MEMBER=2667_PSO,,
GEN=14_MEMBER=2831_PSO,GEN=12_MEMBER=2415_PSO,,
GEN=14_MEMBER=2833_PSO,GEN=12_MEMBER=2481_PSO,,
GEN=14_MEMBER=2835_PSO,GEN=9_MEMBER=1805_PSO,,
GEN=14_MEMBER=2837_PSO,GEN=9_MEMBER=1813_PSO,,
GEN=14_MEMBER=2839_PSO,GEN=12_MEMBER=2381_PSO,,
GEN=14_MEMBER=2841_PSO,GEN=8_MEMBER=1587_PSO,,
GEN=14_MEMBER=2843_PSO,GEN=11_MEMBER=2259_PSO,,
GEN=14_MEMBER=2845_PSO,GEN=9_MEMBER=1843_PSO,,
GEN=14_MEMBER=2847_PSO,GEN=12_MEMBER=2457_PSO,,
GEN=14_MEMBER=2849_PSO,GEN=11_MEMBER=2163_PSO,,
GEN=14_MEMBER=2851_PSO,GEN=11_MEMBER=2249_PSO,,
GEN=14_MEMBER=2853_PSO,GEN=10_MEMBER=1951_PSO,,
GEN=14_MEMBER=2855_PSO,GEN=13_MEMBER=2501_PSO,,
GEN=14_MEMBER=2857_PSO,GEN=12_MEMBER=2323_PSO,,
GEN=14_MEMBER=2859_PSO,GEN=12_MEMBER=2491_PSO,,
GEN=14_MEMBER=2861_PSO,GEN=13_MEMBER=2683_PSO,,
GEN=14_MEMBER=2863_PSO,GEN=3_MEMBER=577_PSO,,
GEN=14_MEMBER=2865_PSO,GEN=13_MEMBER=2603_PSO,,
GEN=14_MEMBER=2867_PSO,GEN=10_MEMBER=2097_PSO,,
GEN=14_MEMBER=2869_PSO,GEN=9_MEMBER=1811_PSO,,
GEN=14_MEMBER=2871_PSO,GEN=9_MEMBER=1823_PSO,,
GEN=14_MEMBER=2873_PSO,GEN=9_MEMBER=1875_PSO,,
GEN=14_MEMBER=2875_PSO,GEN=12_MEMBER=2397_PSO,,
GEN=14_MEMBER=2877_PSO,GEN=13_MEMBER=2531_PSO,,
GEN=14_MEMBER=2879_PSO,GEN=9_MEMBER=1787_PSO,,
GEN=14_MEMBER=2881_PSO,GEN=10_MEMBER=1937_PSO,,
GEN=14_MEMBER=2883_PSO,GEN=3_MEMBER=531_PSO,,
GEN=14_MEMBER=2885_PSO,GEN=7_MEMBER=1445_PSO,,
GEN=14_MEMBER=2887_PSO,GEN=13_MEMBER=2615_PSO,,
GEN=14_MEMBER=2889_PSO,GEN=6_MEMBER=1173_PSO,,
GEN=14_MEMBER=2891_PSO,GEN=7_MEMBER=1393_PSO,,
GEN=14_MEMBER=2893_PSO,GEN=7_MEMBER=1409_PSO,,
GEN=14_MEMBER=2895_PSO,GEN=11_MEMBER=2177_PSO,,
GEN=14_MEMBER=2897_PSO,GEN=11_MEMBER=2157_PSO,,
GEN=14_MEMBER=2899_PSO,GEN=13_MEMBER=2669_PSO,,
GEN=15_MEMBER=2901_PSO,GEN=13_MEMBER=2595_PSO,,
GEN=15_MEMBER=2903_PSO,GEN=14_MEMBER=2811_PSO,,
GEN=15_MEMBER=2905_PSO,GEN=12_MEMBER=2449_PSO,,
GEN=15_MEMBER=2907_PSO,GEN=14_MEMBER=2877_PSO,,
GEN=15_MEMBER=2909_PSO,GEN=12_MEMBER=2371_PSO,,
GEN=15_MEMBER=2911_PSO,GEN=6_MEMBER=1261_PSO,,
GEN=15_MEMBER=2913_PSO,GEN=13_MEMBER=2695_PSO,,
GEN=15_MEMBER=2915_PSO,GEN=9_MEMBER=1869_PSO,,
GEN=15_MEMBER=2917_PSO,GEN=9_MEMBER=1855_PSO,,
GEN=15_MEMBER=2919_PSO,GEN=12_MEMBER=2493_PSO,,
GEN=15_MEMBER=2921_PSO,GEN=14_MEMBER=2773_PSO,,
GEN=15_MEMBER=2923_PSO,GEN=9_MEMBER=1871_PSO,,
GEN=15_MEMBER=2925_PSO,GEN=11_MEMBER=2261_PSO,,
GEN=15_MEMBER=2927_PSO,GEN=14_MEMBER=2857_PSO,,
GEN=15_MEMBER=2929_PSO,GEN=6_MEMBER=1237_PSO,,
GEN=15_MEMBER=2931_PSO,GEN=8_MEMBER=1633_PSO,,
GEN=15_MEMBER=2933_PSO,GEN=5_MEMBER=941_PSO,,
GEN=15_MEMBER=2935_PSO,GEN=6_MEMBER=1189_PSO,,
GEN=15_MEMBER=2937_PSO,GEN=14_MEMBER=2861_PSO,,
GEN=15_MEMBER=2939_PSO,GEN=14_MEMBER=2823_PSO,,
GEN=15_MEMBER=2941_PSO,GEN=11_MEMBER=2275_PSO,,
GEN=15_MEMBER=2943_PSO,GEN=14_MEMBER=2777_PSO,,
GEN=15_MEMBER=2945_PSO,GEN=2_MEMBER=479_PSO,,
GEN=15_MEMBER=2947_PSO,GEN=11_MEMBER=2207_PSO,,
GEN=15_MEMBER=2949_PSO,GEN=14_MEMBER=2815_PSO,,
GEN=15_MEMBER=2951_PSO,GEN=14_MEMBER=2843_PSO,,
GEN=15_MEMBER=2953_PSO,GEN=14_MEMBER=2859_PSO,,
GEN=15_MEMBER=2955_PSO,GEN=13_MEMBER=2593_PSO,,
GEN=15_MEMBER=2957_PSO,GEN=11_MEMBER=2209_PSO,,
GEN=15_MEMBER=2959_PSO,GEN=14_MEMBER=2813_PSO,,
GEN=15_MEMBER=2961_PSO,GEN=13_MEMBER=2655_PSO,,
GEN=15_MEMBER=2963_PSO,GEN=13_MEMBER=2637_PSO,,
GEN=15_MEMBER=2965_PSO,GEN=14_MEMBER=2739_PSO,,
GEN=15_MEMBER=2967_PSO,GEN=13_MEMBER=2579_PSO,,
GEN=15_MEMBER=2969_PSO,GEN=14_MEMBER=2887_PSO,,
GEN=15_MEMBER=2971_PSO,GEN=8_MEMBER=1595_PSO,,
GEN=15_MEMBER=2973_PSO,GEN=12_MEMBER=2429_PSO,,
GEN=15_MEMBER=2975_PSO,GEN=11_MEMBER=2293_PSO,,
GEN=15_MEMBER=2977_PSO,GEN=13_MEMBER=2589_PSO,,
GEN=15_MEMBER=2979_PSO,GEN=10_MEMBER=2049_PSO,,
GEN=15_MEMBER=2981_PSO,GEN=13_MEMBER=2697_PSO,,
GEN=15_MEMBER=2983_PSO,GEN=9_MEMBER=1773_PSO,,
GEN=15_MEMBER=2985_PSO,GEN=6_MEMBER=1157_PSO,,
GEN=15_MEMBER=2987_PSO,GEN=11_MEMBER=2263_PSO,,
GEN=15_MEMBER=2989_PSO,GEN=7_MEMBER=1423_PSO,,
GEN=15_MEMBER=2991_PSO,GEN=8_MEMBER=1631_PSO,,
GEN=15_MEMBER=2993_PSO,GEN=14_MEMBER=2853_PSO,,
GEN=15_MEMBER=2995_PSO,GEN=11_MEMBER=2251_PSO,,
GEN=15_MEMBER=2997_PSO,GEN=12_MEMBER=2459_PSO,,
GEN=15_MEMBER=2999_PSO,GEN=11_MEMBER=2211_PSO,,
GEN=15_MEMBER=3001_PSO,GEN=13_MEMBER=2623_PSO,,
GEN=15_MEMBER=3003_PSO,GEN=3_MEMBER=677_PSO,,
GEN=15_MEMBER=3005_PSO,GEN=13_MEMBER=2503_PSO,,
GEN=15_MEMBER=3007_PSO,GEN=10_MEMBER=2007_PSO,,
GEN=15_MEMBER=3009_PSO,GEN=9_MEMBER=1793_PSO,,
GEN=15_MEMBER=3011_PSO,GEN=14_MEMBER=2743_PSO,,
GEN=15_MEMBER=3013_PSO,GEN=6_MEMBER=1155_PSO,,
GEN=15_MEMBER=3015_PSO,GEN=8_MEMBER=1623_PSO,,
GEN=15_MEMBER=3017_PSO,GEN=14_MEMBER=2827_PSO,,
GEN=15_MEMBER=3019_PSO,GEN=14_MEMBER=2899_PSO,,
GEN=15_MEMBER=3021_PSO,GEN=9_MEMBER=1749_PSO,,
GEN=15_MEMBER=3023_PSO,GEN=14_MEMBER=2701_PSO,,
GEN=15_MEMBER=3025_PSO,GEN=14_MEMBER=2803_PSO,,
GEN=15_MEMBER=3027_PSO,GEN=8_MEMBER=1645_PSO,,
GEN=15_MEMBER=3029_PSO,GEN=13_MEMBER=2529_PSO,,
GEN=15_MEMBER=3031_PSO,GEN=14_MEMBER=2705_PSO,,
GEN=15_MEMBER=3033_PSO,GEN=7_MEMBER=1447_PSO,,
GEN=15_MEMBER=3035_PSO,GEN=9_MEMBER=1863_PSO,,
GEN=15_MEMBER=3037_PSO,GEN=14_MEMBER=2733_PSO,,
GEN=15_MEMBER=3039_PSO,GEN=14_MEMBER=2849_PSO,,
GEN=15_MEMBER=3041_PSO,GEN=12_MEMBER=2451_PSO,,
GEN=15_MEMBER=3043_PSO,GEN=14_MEMBER=2791_PSO,,
GEN=15_MEMBER=3045_PSO,GEN=10_MEMBER=2015_PSO,,
GEN=15_MEMBER=3047_PSO,GEN=12_MEMBER=2499_PSO,,
GEN=15_MEMBER=3049_PSO,GEN=12_MEMBER=2389_PSO,,
GEN=15_MEMBER=3051_PSO,GEN=14_MEMBER=2895_PSO,,
GEN=15_MEMBER=3053_PSO,GEN=8_MEMBER=1601_PSO,,
GEN=15_MEMBER=3055_PSO,GEN=14_MEMBER=2829_PSO,,
GEN=15_MEMBER=3057_PSO,GEN=14_MEMBER=2855_PSO,,
GEN=15_MEMBER=3059_PSO,GEN=12_MEMBER=2365_PSO,,
GEN=15_MEMBER=3061_PSO,GEN=4_MEMBER=731_PSO,,
GEN=15_MEMBER=3063_PSO,GEN=14_MEMBER=2799_PSO,,
GEN=15_MEMBER=3065_PSO,GEN=13_MEMBER=2675_PSO,,
GEN=15_MEMBER=3067_PSO,GEN=13_MEMBER=2591_PSO,,
GEN=15_MEMBER=3069_PSO,GEN=12_MEMBER=2419_PSO,,
GEN=15_MEMBER=3071_PSO,GEN=13_MEMBER=2581_PSO,,
GEN=15_MEMBER=3073_PSO,GEN=12_MEMBER=2403_PSO,,
GEN=15_MEMBER=3075_PSO,GEN=14_MEMBER=2817_PSO,,
GEN=15_MEMBER=3077_PSO,GEN=12_MEMBER=2455_PSO,,
GEN=15_MEMBER=3079_PSO,GEN=11_MEMBER=2141_PSO,,
GEN=15_MEMBER=3081_PSO,GEN=11_MEMBER=2195_PSO,,
GEN=15_MEMBER=3083_PSO,GEN=13_MEMBER=2641_PSO,,
GEN=15_MEMBER=3085_PSO,GEN=13_MEMBER=2667_PSO,,
GEN=15_MEMBER=3087_PSO,GEN=12_MEMBER=2415_PSO,,
GEN=15_MEMBER=3089_PSO,GEN=12_MEMBER=2481_PSO,,
GEN=15_MEMBER=3091_PSO,GEN=14_MEMBER=2741_PSO,,
GEN=15_MEMBER=3093_PSO,GEN=9_MEMBER=1805_PSO,,
GEN=15_MEMBER=3095_PSO,GEN=9_MEMBER=1813_PSO,,
GEN=15_MEMBER=3097_PSO,GEN=12_MEMBER=2381_PSO,,
GEN=15_MEMBER=3099_PSO,GEN=8_MEMBER=1587_PSO,,
GEN=16_MEMBER=3101_PSO,GEN=13_MEMBER=2595_PSO,,
GEN=16_MEMBER=3103_PSO,GEN=14_MEMBER=2811_PSO,,
GEN=16_MEMBER=3105_PSO,GEN=12_MEMBER=2449_PSO,,
GEN=16_MEMBER=3107_PSO,GEN=15_MEMBER=3017_PSO,,
GEN=16_MEMBER=3109_PSO,GEN=15_MEMBER=3019_PSO,,
GEN=16_MEMBER=3111_PSO,GEN=15_MEMBER=3079_PSO,,
GEN=16_MEMBER=3113_PSO,GEN=15_MEMBER=3029_PSO,,
GEN=16_MEMBER=3115_PSO,GEN=14_MEMBER=2877_PSO,,
GEN=16_MEMBER=3117_PSO,GEN=15_MEMBER=3077_PSO,,
GEN=16_MEMBER=3119_PSO,GEN=12_MEMBER=2371_PSO,,
GEN=16_MEMBER=3121_PSO,GEN=6_MEMBER=1261_PSO,,
GEN=16_MEMBER=3123_PSO,GEN=13_MEMBER=2695_PSO,,
GEN=16_MEMBER=3125_PSO,GEN=15_MEMBER=3067_PSO,,
GEN=16_MEMBER=3127_PSO,GEN=9_MEMBER=1869_PSO,,
GEN=16_MEMBER=3129_PSO,GEN=9_MEMBER=1855_PSO,,
GEN=16_MEMBER=3131_PSO,GEN=12_MEMBER=2493_PSO,,
GEN=16_MEMBER=3133_PSO,GEN=15_MEMBER=3011_PSO,,
GEN=16_MEMBER=3135_PSO,GEN=15_MEMBER=2959_PSO,,
GEN=16_MEMBER=3137_PSO,GEN=15_MEMBER=3037_PSO,,
GEN=16_MEMBER=3139_PSO,GEN=15_MEMBER=3023_PSO,,
GEN=16_MEMBER=3141_PSO,GEN=14_MEMBER=2773_PSO,,
GEN=16_MEMBER=3143_PSO,GEN=9_MEMBER=1871_PSO,,
GEN=16_MEMBER=3145_PSO,GEN=11_MEMBER=2261_PSO,,
GEN=16_MEMBER=3147_PSO,GEN=15_MEMBER=3039_PSO,,
GEN=16_MEMBER=3149_PSO,GEN=15_MEMBER=3055_PSO,,
GEN=16_MEMBER=3151_PSO,GEN=14_MEMBER=2857_PSO,,
GEN=16_MEMBER=3153_PSO,GEN=15_MEMBER=3005_PSO,,
GEN=16_MEMBER=3155_PSO,GEN=6_MEMBER=1237_PSO,,
GEN=16_MEMBER=3157_PSO,GEN=8_MEMBER=1633_PSO,,
GEN=16_MEMBER=3159_PSO,GEN=5_MEMBER=941_PSO,,
GEN=16_MEMBER=3161_PSO,GEN=6_MEMBER=1189_PSO,,
GEN=16_MEMBER=3163_PSO,GEN=14_MEMBER=2861_PSO,,
GEN=16_MEMBER=3165_PSO,GEN=14_MEMBER=2823_PSO,,
GEN=16_MEMBER=3167_PSO,GEN=11_MEMBER=2275_PSO,,
GEN=16_MEMBER=3169_PSO,GEN=14_MEMBER=2777_PSO,,
GEN=16_MEMBER=3171_PSO,GEN=2_MEMBER=479_PSO,,
GEN=16_MEMBER=3173_PSO,GEN=11_MEMBER=2207_PSO,,
GEN=16_MEMBER=3175_PSO,GEN=14_MEMBER=2815_PSO,,
GEN=16_MEMBER=3177_PSO,GEN=15_MEMBER=3031_PSO,,
GEN=16_MEMBER=3179_PSO,GEN=14_MEMBER=2843_PSO,,
GEN=16_MEMBER=3181_PSO,GEN=14_MEMBER=2859_PSO,,
GEN=16_MEMBER=3183_PSO,GEN=15_MEMBER=3069_PSO,,
GEN=16_MEMBER=3185_PSO,GEN=13_MEMBER=2593_PSO,,
GEN=16_MEMBER=3187_PSO,GEN=11_MEMBER=2209_PSO,,
GEN=16_MEMBER=3189_PSO,GEN=14_MEMBER=2813_PSO,,
GEN=16_MEMBER=3191_PSO,GEN=15_MEMBER=2921_PSO,,
GEN=16_MEMBER=3193_PSO,GEN=13_MEMBER=2655_PSO,,
GEN=16_MEMBER=3195_PSO,GEN=13_MEMBER=2637_PSO,,
GEN=16_MEMBER=3197_PSO,GEN=14_MEMBER=2739_PSO,,
GEN=16_MEMBER=3199_PSO,GEN=13_MEMBER=2579_PSO,,
GEN=16_MEMBER=3201_PSO,GEN=14_MEMBER=2887_PSO,,
GEN=16_MEMBER=3203_PSO,GEN=8_MEMBER=1595_PSO,,
GEN=16_MEMBER=3205_PSO,GEN=12_MEMBER=2429_PSO,,
GEN=16_MEMBER=3207_PSO,GEN=11_MEMBER=2293_PSO,,
GEN=16_MEMBER=3209_PSO,GEN=15_MEMBER=3097_PSO,,
GEN=16_MEMBER=3211_PSO,GEN=13_MEMBER=2589_PSO,,
GEN=16_MEMBER=3213_PSO,GEN=10_MEMBER=2049_PSO,,
GEN=16_MEMBER=3215_PSO,GEN=13_MEMBER=2697_PSO,,
GEN=16_MEMBER=3217_PSO,GEN=9_MEMBER=1773_PSO,,
GEN=16_MEMBER=3219_PSO,GEN=6_MEMBER=1157_PSO,,
GEN=16_MEMBER=3221_PSO,GEN=15_MEMBER=2993_PSO,,
GEN=16_MEMBER=3223_PSO,GEN=11_MEMBER=2263_PSO,,
GEN=16_MEMBER=3225_PSO,GEN=7_MEMBER=1423_PSO,,
GEN=16_MEMBER=3227_PSO,GEN=15_MEMBER=2965_PSO,,
GEN=16_MEMBER=3229_PSO,GEN=8_MEMBER=1631_PSO,,
GEN=16_MEMBER=3231_PSO,GEN=14_MEMBER=2853_PSO,,
GEN=16_MEMBER=3233_PSO,GEN=11_MEMBER=2251_PSO,,
GEN=16_MEMBER=3235_PSO,GEN=12_MEMBER=2459_PSO,,
GEN=16_MEMBER=3237_PSO,GEN=11_MEMBER=2211_PSO,,
GEN=16_MEMBER=3239_PSO,GEN=13_MEMBER=2623_PSO,,
GEN=16_MEMBER=3241_PSO,GEN=3_MEMBER=677_PSO,,
GEN=16_MEMBER=3243_PSO,GEN=15_MEMBER=2939_PSO,,
GEN=16_MEMBER=3245_PSO,GEN=15_MEMBER=3001_PSO,,
GEN=16_MEMBER=3247_PSO,GEN=15_MEMBER=2927_PSO,,
GEN=16_MEMBER=3249_PSO,GEN=13_MEMBER=2503_PSO,,
GEN=16_MEMBER=3251_PSO,GEN=10_MEMBER=2007_PSO,,
GEN=16_MEMBER=3253_PSO,GEN=15_MEMBER=2903_PSO,,
GEN=16_MEMBER=3255_PSO,GEN=9_MEMBER=1793_PSO,,
GEN=16_MEMBER=3257_PSO,GEN=15_MEMBER=2943_PSO,,
GEN=16_MEMBER=3259_PSO,GEN=14_MEMBER=2743_PSO,,
GEN=16_MEMBER=3261_PSO,GEN=6_MEMBER=1155_PSO,,
GEN=16_MEMBER=3263_PSO,GEN=8_MEMBER=1623_PSO,,
GEN=16_MEMBER=3265_PSO,GEN=15_MEMBER=2953_PSO,,
GEN=16_MEMBER=3267_PSO,GEN=14_MEMBER=2827_PSO,,
GEN=16_MEMBER=3269_PSO,GEN=15_MEMBER=3075_PSO,,
GEN=16_MEMBER=3271_PSO,GEN=14_MEMBER=2899_PSO,,
GEN=16_MEMBER=3273_PSO,GEN=15_MEMBER=2949_PSO,,
GEN=16_MEMBER=3275_PSO,GEN=9_MEMBER=1749_PSO,,
GEN=16_MEMBER=3277_PSO,GEN=15_MEMBER=2901_PSO,,
GEN=16_MEMBER=3279_PSO,GEN=15_MEMBER=3083_PSO,,
GEN=16_MEMBER=3281_PSO,GEN=14_MEMBER=2803_PSO,,
GEN=16_MEMBER=3283_PSO,GEN=8_MEMBER=1645_PSO,,
GEN=16_MEMBER=3285_PSO,GEN=13_MEMBER=2529_PSO,,
GEN=16_MEMBER=3287_PSO,GEN=14_MEMBER=2705_PSO,,
GEN=16_MEMBER=3289_PSO,GEN=7_MEMBER=1447_PSO,,
GEN=16_MEMBER=3291_PSO,GEN=15_MEMBER=2977_PSO,,
GEN=16_MEMBER=3293_PSO,GEN=9_MEMBER=1863_PSO,,
GEN=16_MEMBER=3295_PSO,GEN=14_MEMBER=2733_PSO,,
GEN=16_MEMBER=3297_PSO,GEN=14_MEMBER=2849_PSO,,
GEN=16_MEMBER=3299_PSO,GEN=12_MEMBER=2451_PSO,,
GEN=17_MEMBER=3301_PSO,GEN=13_MEMBER=2595_PSO,,
GEN=17_MEMBER=3303_PSO,GEN=14_MEMBER=2811_PSO,,
GEN=17_MEMBER=3305_PSO,GEN=16_MEMBER=3257_PSO,,
GEN=17_MEMBER=3307_PSO,GEN=12_MEMBER=2449_PSO,,
GEN=17_MEMBER=3309_PSO,GEN=15_MEMBER=3017_PSO,,
GEN=17_MEMBER=3311_PSO,GEN=16_MEMBER=3243_PSO,,
GEN=17_MEMBER=3313_PSO,GEN=16_MEMBER=3245_PSO,,
GEN=17_MEMBER=3315_PSO,GEN=16_MEMBER=3265_PSO,,
GEN=17_MEMBER=3317_PSO,GEN=16_MEMBER=3295_PSO,,
GEN=17_MEMBER=3319_PSO,GEN=15_MEMBER=3019_PSO,,
GEN=17_MEMBER=3321_PSO,GEN=16_MEMBER=3189_PSO,,
GEN=17_MEMBER=3323_PSO,GEN=16_MEMBER=3287_PSO,,
GEN=17_MEMBER=3325_PSO,GEN=15_MEMBER=3079_PSO,,
GEN=17_MEMBER=3327_PSO,GEN=15_MEMBER=3029_PSO,,
GEN=17_MEMBER=3329_PSO,GEN=16_MEMBER=3269_PSO,,
GEN=17_MEMBER=3331_PSO,GEN=14_MEMBER=2877_PSO,,
GEN=17_MEMBER=3333_PSO,GEN=15_MEMBER=3077_PSO,,
GEN=17_MEMBER=3335_PSO,GEN=12_MEMBER=2371_PSO,,
GEN=17_MEMBER=3337_PSO,GEN=16_MEMBER=3177_PSO,,
GEN=17_MEMBER=3339_PSO,GEN=6_MEMBER=1261_PSO,,
GEN=17_MEMBER=3341_PSO,GEN=13_MEMBER=2695_PSO,,
GEN=17_MEMBER=3343_PSO,GEN=15_MEMBER=3067_PSO,,
GEN=17_MEMBER=3345_PSO,GEN=9_MEMBER=1869_PSO,,
GEN=17_MEMBER=3347_PSO,GEN=9_MEMBER=1855_PSO,,
GEN=17_MEMBER=3349_PSO,GEN=12_MEMBER=2493_PSO,,
GEN=17_MEMBER=3351_PSO,GEN=15_MEMBER=3011_PSO,,
GEN=17_MEMBER=3353_PSO,GEN=15_MEMBER=2959_PSO,,
GEN=17_MEMBER=3355_PSO,GEN=15_MEMBER=3037_PSO,,
GEN=17_MEMBER=3357_PSO,GEN=15_MEMBER=3023_PSO,,
GEN=17_MEMBER=3359_PSO,GEN=14_MEMBER=2773_PSO,,
GEN=17_MEMBER=3361_PSO,GEN=16_MEMBER=3253_PSO,,
GEN=17_MEMBER=3363_PSO,GEN=9_MEMBER=1871_PSO,,
GEN=17_MEMBER=3365_PSO,GEN=11_MEMBER=2261_PSO,,
GEN=17_MEMBER=3367_PSO,GEN=15_MEMBER=3039_PSO,,
GEN=17_MEMBER=3369_PSO,GEN=15_MEMBER=3055_PSO,,
GEN=17_MEMBER=3371_PSO,GEN=14_MEMBER=2857_PSO,,
GEN=17_MEMBER=3373_PSO,GEN=16_MEMBER=3191_PSO,,
GEN=17_MEMBER=3375_PSO,GEN=15_MEMBER=3005_PSO,,
GEN=17_MEMBER=3377_PSO,GEN=6_MEMBER=1237_PSO,,
GEN=17_MEMBER=3379_PSO,GEN=8_MEMBER=1633_PSO,,
GEN=17_MEMBER=3381_PSO,GEN=5_MEMBER=941_PSO,,
GEN=17_MEMBER=3383_PSO,GEN=16_MEMBER=3175_PSO,,
GEN=17_MEMBER=3385_PSO,GEN=6_MEMBER=1189_PSO,,
GEN=17_MEMBER=3387_PSO,GEN=14_MEMBER=2861_PSO,,
GEN=17_MEMBER=3389_PSO,GEN=14_MEMBER=2823_PSO,,
GEN=17_MEMBER=3391_PSO,GEN=11_MEMBER=2275_PSO,,
GEN=17_MEMBER=3393_PSO,GEN=14_MEMBER=2777_PSO,,
GEN=17_MEMBER=3395_PSO,GEN=16_MEMBER=3133_PSO,,
GEN=17_MEMBER=3397_PSO,GEN=16_MEMBER=3181_PSO,,
GEN=17_MEMBER=3399_PSO,GEN=2_MEMBER=479_PSO,,
GEN=17_MEMBER=3401_PSO,GEN=11_MEMBER=2207_PSO,,
GEN=17_MEMBER=3403_PSO,GEN=14_MEMBER=2815_PSO,,
GEN=17_MEMBER=3405_PSO,GEN=16_MEMBER=3279_PSO,,
GEN=17_MEMBER=3407_PSO,GEN=16_MEMBER=3267_PSO,,
GEN=17_MEMBER=3409_PSO,GEN=16_MEMBER=3135_PSO,,
GEN=17_MEMBER=3411_PSO,GEN=15_MEMBER=3031_PSO,,
GEN=17_MEMBER=3413_PSO,GEN=14_MEMBER=2843_PSO,,
GEN=17_MEMBER=3415_PSO,GEN=16_MEMBER=3165_PSO,,
GEN=17_MEMBER=3417_PSO,GEN=14_MEMBER=2859_PSO,,
GEN=17_MEMBER=3419_PSO,GEN=15_MEMBER=3069_PSO,,
GEN=17_MEMBER=3421_PSO,GEN=13_MEMBER=2593_PSO,,
GEN=17_MEMBER=3423_PSO,GEN=11_MEMBER=2209_PSO,,
GEN=17_MEMBER=3425_PSO,GEN=16_MEMBER=3271_PSO,,
GEN=17_MEMBER=3427_PSO,GEN=16_MEMBER=3147_PSO,,
GEN=17_MEMBER=3429_PSO,GEN=14_MEMBER=2813_PSO,,
GEN=17_MEMBER=3431_PSO,GEN=16_MEMBER=3239_PSO,,
GEN=17_MEMBER=3433_PSO,GEN=15_MEMBER=2921_PSO,,
GEN=17_MEMBER=3435_PSO,GEN=13_MEMBER=2655_PSO,,
GEN=17_MEMBER=3437_PSO,GEN=13_MEMBER=2637_PSO,,
GEN=17_MEMBER=3439_PSO,GEN=14_MEMBER=2739_PSO,,
GEN=17_MEMBER=3441_PSO,GEN=16_MEMBER=3169_PSO,,
GEN=17_MEMBER=3443_PSO,GEN=16_MEMBER=3125_PSO,,
GEN=17_MEMBER=3445_PSO,GEN=13_MEMBER=2579_PSO,,
GEN=17_MEMBER=3447_PSO,GEN=14_MEMBER=2887_PSO,,
GEN=17_MEMBER=3449_PSO,GEN=8_MEMBER=1595_PSO,,
GEN=17_MEMBER=3451_PSO,GEN=16_MEMBER=3285_PSO,,
GEN=17_MEMBER=3453_PSO,GEN=12_MEMBER=2429_PSO,,
GEN=17_MEMBER=3455_PSO,GEN=11_MEMBER=2293_PSO,,
GEN=17_MEMBER=3457_PSO,GEN=16_MEMBER=3297_PSO,,
GEN=17_MEMBER=3459_PSO,GEN=15_MEMBER=3097_PSO,,
GEN=17_MEMBER=3461_PSO,GEN=13_MEMBER=2589_PSO,,
GEN=17_MEMBER=3463_PSO,GEN=16_MEMBER=3141_PSO,,
GEN=17_MEMBER=3465_PSO,GEN=10_MEMBER=2049_PSO,,
GEN=17_MEMBER=3467_PSO,GEN=16_MEMBER=3227_PSO,,
GEN=17_MEMBER=3469_PSO,GEN=13_MEMBER=2697_PSO,,
GEN=17_MEMBER=3471_PSO,GEN=16_MEMBER=3107_PSO,,
GEN=17_MEMBER=3473_PSO,GEN=9_MEMBER=1773_PSO,,
GEN=17_MEMBER=3475_PSO,GEN=6_MEMBER=1157_PSO,,
GEN=17_MEMBER=3477_PSO,GEN=15_MEMBER=2993_PSO,,
GEN=17_MEMBER=3479_PSO,GEN=16_MEMBER=3153_PSO,,
GEN=17_MEMBER=3481_PSO,GEN=11_MEMBER=2263_PSO,,
GEN=17_MEMBER=3483_PSO,GEN=16_MEMBER=3113_PSO,,
GEN=17_MEMBER=3485_PSO,GEN=7_MEMBER=1423_PSO,,
GEN=17_MEMBER=3487_PSO,GEN=15_MEMBER=2965_PSO,,
GEN=17_MEMBER=3489_PSO,GEN=8_MEMBER=1631_PSO,,
GEN=17_MEMBER=3491_PSO,GEN=14_MEMBER=2853_PSO,,
